name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age,review1_name,review1_rating,review1_text,review2_name,review2_rating,review2_text,review3_name,review3_rating,review3_text,review4_name,review4_rating,review4_text,review5_name,review5_rating,review5_text
MINT dentistry | McKinney,"
2110 Eldorado Pkwy STE 100, McKinney, TX 75070, United States",North Collin,DFW,+1 469-907-5008,https://mintdentistry.com/dentist/dfw/mckinney,4.8,853,Dentist,Show open hours for the week,https://www.google.com/maps/place/MINT+dentistry+%7C+McKinney/data=!4m7!3m6!1s0x864c13fcf7a5c187:0xd1a7c10e64604d27!8m2!3d33.1719863!4d-96.6456337!16s%2Fg%2F11fjtw2z7h!19sChIJh8Gl9_wTTIYRJ01gZA7Bp9E?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:26:59.637647,https://www.facebook.com/MintDentistry,https://www.instagram.com/mintdentistry,,853,1,,10,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,30d ago,,,,,,,,,,,,,,,
McKinney Dental and Implant Center,"
3100 Ridge Rd STE 300, McKinney, TX 75070, United States",North Collin,DFW,+1 972-833-6825,https://mckinneyddscenter.com/,5.0,24,Dentist,Show open hours for the week,https://www.google.com/maps/place/McKinney+Dental+and+Implant+Center/data=!4m7!3m6!1s0x864c1511ea151279:0x43215e032448d77d!8m2!3d33.1726693!4d-96.6987602!16s%2Fg%2F11lkyrth4x!19sChIJeRIV6hEVTIYRfddIJANeIUM?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:27:08.427106,,https://www.instagram.com/mckinneyddscenter,,24,8,,9,yes,Has online booking; Large team (8 doctors),1,Leaky Funnel,Group,Fresh,60d ago,,,,,,,,,,,,,,,
Stonebridge Dental,"
6633 Eldorado Pkwy STE 100, McKinney, TX 75070, United States",North Collin,DFW,+1 972-547-0554,https://www.stonebridgedental.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,4.8,715,Dentist,Show open hours for the week,https://www.google.com/maps/place/Stonebridge+Dental/data=!4m7!3m6!1s0x864c142b8145e863:0x50ea35e303f8b049!8m2!3d33.173714!4d-96.703469!16s%2Fg%2F1v1slmjj!19sChIJY-hFgSsUTIYRSbD4A-M16lA?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:27:11.582045,https://www.facebook.com/Stonebridge.Dental.75070,,,715,,,9,yes,Has online booking; Facebook only,1,Leaky Funnel,Unknown,Fresh,30d ago,,,,,,,,,,,,,,,
McKinney Dental Wellness,"
210 N Custer Rd STE 150, McKinney, TX 75071, United States",North Collin,DFW,+1 972-540-0605,https://mckinneydentalwellness.com/,4.9,148,Dentist,Show open hours for the week,https://www.google.com/maps/place/McKinney+Dental+Wellness/data=!4m7!3m6!1s0x864c15995d984b1d:0x26c203a3f364a112!8m2!3d33.2049897!4d-96.7321828!16s%2Fg%2F1td4vp4d!19sChIJHUuYXZkVTIYREqFk86MDwiY?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:27:17.605929,https://www.facebook.com/people/McKinney-Dental-Wellness/100092526675281,https://www.instagram.com/mckinneydentalwellness,,148,5,,8,no,,1,Leaky Funnel,Group,Fresh,60d ago,,,,,,,,,,,,,,,
Vital Dental,"
5101 McKinney Ranch Pkwy STE 170, McKinney, TX 75070, United States",North Collin,DFW,+1 972-984-1700,https://www.vitalfamilydental.com/,4.9,586,Dentist,Show open hours for the week,https://www.google.com/maps/place/Vital+Dental/data=!4m7!3m6!1s0x864c16a331ceddeb:0x7bb5a689fdd274de!8m2!3d33.1587951!4d-96.6816225!16s%2Fg%2F1ptvwqwvc!19sChIJ693OMaMWTIYR3nTS_YmmtXs?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:27:21.109641,,,,586,,,0,no,Website timeout,1,Leaky Funnel,Unknown,Fresh,21d ago,,,,,,,,,,,,,,,
CK Dental City,"
6000 McKinney Ranch Pkwy #100, McKinney, TX 75070, United States",North Collin,DFW,+1 972-542-5414,https://www.ckdentalcity.com/about-us,4.9,216,Dentist,Show open hours for the week,https://www.google.com/maps/place/CK+Dental+City/data=!4m7!3m6!1s0x864c17cf5f57f2b5:0xd2c97e7636142ed3!8m2!3d33.1597735!4d-96.6948848!16s%2Fg%2F11ghp2kdfk!19sChIJtfJXX88XTIYR0y4UNnZ-ydI?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:27:26.599042,https://www.facebook.com/profile.php,https://www.instagram.com/ckdentalcity,,216,4,,9,no,,1,Leaky Funnel,Group,Fresh,21d ago,,,,,,,,,,,,,,,
Outlook Dental,"
7820 Eldorado Pkwy STE 150, McKinney, TX 75070, United States",North Collin,DFW,+1 945-800-4518,https://dentistmckinneytx.dental/,5.0,311,Dentist,Show open hours for the week,https://www.google.com/maps/place/Outlook+Dental/data=!4m7!3m6!1s0x864c15c67902ba3b:0xd96e1806e45752e6!8m2!3d33.1751143!4d-96.7202517!16s%2Fg%2F11t4z9z571!19sChIJO7oCecYVTIYR5lJX5AYYbtk?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:27:31.014884,https://www.facebook.com/OutlookDentalofMckinney,,,311,3,,9,no,Facebook only,1,Leaky Funnel,Group,Fresh,21d ago,,,,,,,,,,,,,,,
The Dental Office of McKinney,"
8751 W University Dr Suite 130, McKinney, TX 75071, United States",North Collin,DFW,+1 214-764-2895,https://www.thedentalofficeofmckinney.com/?sc_cid=GBP%3AO%3AGP%3A308%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_Mjg2MTEyNjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.5,110,Dentist,Show open hours for the week,https://www.google.com/maps/place/The+Dental+Office+of+McKinney/data=!4m7!3m6!1s0x864c1571c53feac9:0xed7e94f22dd0567!8m2!3d33.2178695!4d-96.7309738!16s%2Fg%2F11s7ls7mq7!19sChIJyeo_xXEVTIYRZwXdIk_p1w4?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:27:35.939623,,,,110,,,2,no,No social media; No mobile viewport; Thin content,1a,Leaky Funnel - No Booking,Group,Fresh,7d ago,,,,,,,,,,,,,,,
"Smile McKinney Dental - Mary Zoe Collier, DDS","
2301 Eldorado Pkwy #500, McKinney, TX 75070, United States",North Collin,DFW,+1 972-542-3005,https://www.smilemckinney.com/,4.8,188,Cosmetic dentist,Closed · Opens 8 am Mon,"https://www.google.com/maps/place/Smile+McKinney+Dental+-+Mary+Zoe+Collier,+DDS/data=!4m7!3m6!1s0x864c115f49ec0bef:0x5fda92ba369dbd5f!8m2!3d33.1698074!4d-96.6474539!16s%2Fg%2F11bbwz6czl!19sChIJ7wvsSV8RTIYRX72dNrqS2l8?authuser=0&hl=en&rclk=1",dentist McKinney TX,2026-02-28T12:27:40.268209,https://www.facebook.com/SmileMcKinneyDental,,,188,,,10,yes,Has online booking; Facebook only; Has online booking,1,Leaky Funnel,Solo,Fresh,14d ago,,,,,,,,,,,,,,,
MyStoneBridgeDentist.com,"
5601 Virginia Pkwy Suite 2, McKinney, TX 75071, United States",North Collin,DFW,+1 945-294-5690,http://mystonebridgedentist.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,4.9,336,Dentist,Show open hours for the week,https://www.google.com/maps/place/MyStoneBridgeDentist.com/data=!4m7!3m6!1s0x864c1444124acd1b:0xbdc8898c21feca3b!8m2!3d33.19814!4d-96.691381!16s%2Fg%2F1tdpglq9!19sChIJG81KEkQUTIYRO8r-IYyJyL0?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:27:47.009775,https://facebook.com/184805671591425,https://www.instagram.com/mystonebridgedentist,,336,6,,8,yes,Has online booking; Large team (6 doctors); No SSL,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
McKinney Dental Group and Orthodontics,"
3610 W University Dr STE 400, McKinney, TX 75071, United States",North Collin,DFW,+1 972-548-9956,https://www.mckinneydentalgroup.com/?sc_cid=GBP%3AO%3AGP%3A701%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MTEwMjkyMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.1,484,Dentist,Show open hours for the week,https://www.google.com/maps/place/McKinney+Dental+Group+and+Orthodontics/data=!4m7!3m6!1s0x864c13dcd3e128eb:0x6f46e48222a4aa68!8m2!3d33.2178907!4d-96.6583817!16s%2Fg%2F1v_z4qsg!19sChIJ6yjh09wTTIYRaKqkIoLkRm8?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:27:50.986175,,,,484,,,2,no,No social media; No mobile viewport; Thin content,1a,Leaky Funnel - No Booking,Group,Fresh,21d ago,,,,,,,,,,,,,,,
Tracey Dental,"
301 N Custer Rd #110, McKinney, TX 75071, United States",North Collin,DFW,+1 214-250-3818,https://traceydental.com/,4.9,586,Doctor,Show open hours for the week,https://www.google.com/maps/place/Tracey+Dental/data=!4m7!3m6!1s0x864c1563a7af5ad5:0x1693ea4e25c8446d!8m2!3d33.2052585!4d-96.7334785!16s%2Fg%2F11h030l99t!19sChIJ1Vqvp2MVTIYRbUTIJU7qkxY?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:27:56.736215,https://www.facebook.com/TraceyDental,,https://www.tiktok.com/@tracey.dental,586,6,,9,yes,Has online booking; Large team (6 doctors); Facebook only; Has online booking,1,Leaky Funnel,Group,Fresh,7d ago,,,,,,,,,,,,,,,
Arte Dental & Orthodontics McKinney,"
4610 Eldorado Pkwy STE 100, McKinney, TX 75070, United States",North Collin,DFW,+1 469-715-4909,https://artedental.com/locations/mckinney/?utm_source=GoogleOrganic&utm_medium=GMBwebsite&utm_campaign=GMBWebsiteLink,4.9,427,Dentist,Show open hours for the week,https://www.google.com/maps/place/Arte+Dental+%26+Orthodontics+McKinney/data=!4m7!3m6!1s0x864c141c46afb84b:0xb25b82b35fc43681!8m2!3d33.1733911!4d-96.6780528!16s%2Fg%2F11b66dkz40!19sChIJS7ivRhwUTIYRgTbEX7OCW7I?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:28:00.381683,,,,427,,,0,no,Website timeout,1a,Leaky Funnel - No Booking,Group,Fresh,14d ago,,,,,,,,,,,,,,,
"Monarch Dental & Orthodontics - McKinney, TX","
1720 N Central Expy Suite 130, McKinney, TX 75070, United States",North Collin,DFW,+1 972-547-6033,https://www.monarchdental.com/dental-office/mckinney-dentist/30330/?utm_source=generic&utm_medium=profiles&utm_campaign=local_profiles,4.5,551,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Monarch+Dental+%26+Orthodontics+-+McKinney,+TX/data=!4m7!3m6!1s0x864c13a73bd81673:0xc81e09f0380a7ca2!8m2!3d33.2147311!4d-96.6348533!16s%2Fg%2F1tpbccrz!19sChIJcxbYO6cTTIYRonwKOPAJHsg?authuser=0&hl=en&rclk=1",dentist McKinney TX,2026-02-28T12:28:05.152994,https://www.facebook.com/MonarchDental,,,551,13,,10,yes,Has online booking; Large team (13 doctors); Facebook only; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
LiT Dental - McKinney TX,"
5820 Collin McKinney Pkwy STE 103, McKinney, TX 75070, United States",North Collin,DFW,+1 972-369-7811,https://litdentalclinic.com/,4.9,59,Dentist,Show open hours for the week,https://www.google.com/maps/place/LiT+Dental+-+McKinney+TX/data=!4m7!3m6!1s0x864c17da73c43c4f:0xc81312d5db53c5ec!8m2!3d33.1464843!4d-96.6933451!16s%2Fg%2F11w220z7v_!19sChIJTzzEc9oXTIYR7MVT29USE8g?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:28:10.343784,https://www.facebook.com/people/LiT-Dental/61564763450944,https://www.instagram.com/lit.dentalclinic,,59,1,,10,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,60d ago,,,,,,,,,,,,,,,
Peppermint Dental & Orthodontics - McKinney,"
1739 N Central Expy STE 100, McKinney, TX 75070, United States",North Collin,DFW,+1 972-540-9191,https://mypeppermintdental.com/mckinney-tx/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,4.8,1045,Dentist,Show open hours for the week,https://www.google.com/maps/place/Peppermint+Dental+%26+Orthodontics+-+McKinney/data=!4m7!3m6!1s0x864c13a0ea0467dd:0x55f3877d114361ec!8m2!3d33.2147822!4d-96.6383265!16s%2Fg%2F1vmr1sd5!19sChIJ3WcE6qATTIYR7GFDEX2H81U?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:28:14.467101,https://www.facebook.com/PeppermintDentalMcKinney,,,1045,50,,9,yes,Has online booking; Large team (50 doctors); Facebook only,1,Leaky Funnel,Group,Fresh,14d ago,,,,,,,,,,,,,,,
Ascent Dental,"
312 N Central Expy N, McKinney, TX 75070, United States",North Collin,DFW,+1 214-842-8825,https://ascentdentaldfw.com/,4.8,179,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Ascent+Dental/data=!4m7!3m6!1s0x864c1365f6a1eec7:0x4d7a82f689dc59d8!8m2!3d33.1999439!4d-96.6371311!16s%2Fg%2F11fmzycdyr!19sChIJx-6h9mUTTIYR2FncifaCek0?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:28:18.599177,https://www.facebook.com/Ascentdentaloffice,https://www.instagram.com/ascentdentaloffice,,179,9,,10,yes,Has online booking; Large team (9 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,120d ago,,,,,,,,,,,,,,,
Tranquility Dental,"
6717 Eldorado Pkwy #100, McKinney, TX 75070, United States",North Collin,DFW,+1 469-640-7244,https://www.tranquilitydentalgroup.com/,4.9,296,Dentist,Show open hours for the week,https://www.google.com/maps/place/Tranquility+Dental/data=!4m7!3m6!1s0x864c142b6454e09b:0xa474f7ac2c7af6ee!8m2!3d33.1737013!4d-96.7046228!16s%2Fg%2F1tcwgcsc!19sChIJm-BUZCsUTIYR7vZ6LKz3dKQ?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:28:23.082908,https://www.facebook.com/Tranquilitydentalgroup,https://www.instagram.com/tranquilitydental,,296,11,,10,yes,Has online booking; Large team (11 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,21d ago,,,,,,,,,,,,,,,
Custom Dental of McKinney,"
6351 S Custer Rd, McKinney, TX 75070, United States",North Collin,DFW,+1 469-535-2111,http://www.thedentistofmckinney.com/,4.8,391,Dentist,Show open hours for the week,https://www.google.com/maps/place/Custom+Dental+of+McKinney/data=!4m7!3m6!1s0x864c160bdba02c53:0x66523704de29da88!8m2!3d33.1387367!4d-96.7326462!16s%2Fg%2F11c3sr1wbn!19sChIJUyyg2wsWTIYRiNop3gQ3UmY?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:28:27.938014,https://www.facebook.com/customdentalmckinney,http://www.instagram.com/drbrycegates,,391,8,,9,yes,Has online booking; Large team (8 doctors); No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,90d ago,,,,,,,,,,,,,,,
Smile Magic Dental,"
5261 McKinney Ranch Pkwy STE 400, McKinney, TX 75070, United States",North Collin,DFW,+1 214-544-7645,http://www.smilemagicdental.com/,4.8,119,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Smile+Magic+Dental/data=!4m7!3m6!1s0x864c16a2c556fe27:0x899ba934a3e37a17!8m2!3d33.1588035!4d-96.6833809!16s%2Fg%2F1thmft15!19sChIJJ_5WxaIWTIYRF3rjozSpm4k?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:28:32.526198,,,,119,,,2,no,No social media; No SSL; No mobile viewport; Thin content,1,Leaky Funnel,Unknown,Fresh,60d ago,,,,,,,,,,,,,,,
North Texas Dental Surgery,"
1870 N Stonebridge Dr #110, McKinney, TX 75071, United States",North Collin,DFW,+1 214-592-0692,https://www.northtexasdentalsurgery.com/,4.9,696,Dentist,Show open hours for the week,https://www.google.com/maps/place/North+Texas+Dental+Surgery/data=!4m7!3m6!1s0x864c1508e35e6db5:0x770420e53fcc1674!8m2!3d33.217085!4d-96.72026!16s%2Fg%2F11csp80vk9!19sChIJtW1e4wgVTIYRdBbMP-UgBHc?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:28:37.753507,https://www.facebook.com/tr,https://www.instagram.com/northtexasdentalsurgery,,696,6,,9,yes,Has online booking; Large team (6 doctors),1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
Enamel Dentistry & Sleep Wellness,"
6700 Alma Rd Suite 400, McKinney, TX 75070, United States",North Collin,DFW,+1 469-780-9370,https://enameldentistry.com/mckinney-dentist/,5.0,371,Dentist,Show open hours for the week,https://www.google.com/maps/place/Enamel+Dentistry+%26+Sleep+Wellness/data=!4m7!3m6!1s0x864c174da028a185:0xe0fc8c880156a17a!8m2!3d33.1369501!4d-96.7074087!16s%2Fg%2F11t6z9kw82!19sChIJhaEooE0XTIYReqFWAYiM_OA?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:28:42.869726,https://www.facebook.com/enameldentistry,https://www.instagram.com/enameldentistry,,371,9,,10,yes,Has online booking; Large team (9 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,60d ago,,,,,,,,,,,,,,,
Waterview Dentistry,"
9245 Virginia Pkwy STE 300, McKinney, TX 75071, United States",North Collin,DFW,+1 972-346-5133,http://www.waterviewdentistry.com/,4.8,231,Dentist,Show open hours for the week,https://www.google.com/maps/place/Waterview+Dentistry/data=!4m7!3m6!1s0x864c159979843871:0x12d353b44f63dec1!8m2!3d33.2026841!4d-96.7348826!16s%2Fg%2F11bbrhm49t!19sChIJcTiEeZkVTIYRwd5jT7RT0xI?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:28:54.598621,https://www.facebook.com/waterviewdentistry,,,231,3,,9,yes,Has online booking; Facebook only; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,60d ago,,,,,,,,,,,,,,,
Archway Dental,"
2751 S Stonebridge Dr STE 3, McKinney, TX 75072, United States",North Collin,DFW,+1 972-972-4646,https://www.archwaydentalmckinney.com/,4.8,433,Dentist,Show open hours for the week,https://www.google.com/maps/place/Archway+Dental/data=!4m7!3m6!1s0x864c15e3f5b00001:0x7aa3bf0d2fef7e38!8m2!3d33.1776251!4d-96.7198071!16s%2Fg%2F11hctxh118!19sChIJAQCw9eMVTIYROH7vLw2_o3o?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:28:58.729445,https://www.facebook.com/tr,https://www.instagram.com/archwaydentalmckinney,,433,5,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,7d ago,,,,,,,,,,,,,,,
Virginia Parkway Dental Care,"
2411 Virginia Pkwy STE 2, McKinney, TX 75071, United States",North Collin,DFW,+1 945-314-9026,http://virginiaparkwaydental.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,5.0,662,Dentist,Show open hours for the week,https://www.google.com/maps/place/Virginia+Parkway+Dental+Care/data=!4m7!3m6!1s0x864c1395c0201815:0x9efe737292cdf9ec!8m2!3d33.198237!4d-96.643774!16s%2Fg%2F1v1kq7_k!19sChIJFRggwJUTTIYR7PnNknJz_p4?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:29:05.200795,https://facebook.com/192985847437037,,,662,1,,8,yes,Has online booking; Single practitioner; Facebook only; No SSL,1,Leaky Funnel,Solo,Fresh,60d ago,,,,,,,,,,,,,,,
Hallock Family Dental,"
7210 Virginia Pkwy STE 110, McKinney, TX 75071, United States",North Collin,DFW,+1 972-547-1775,https://hallockfamilydental.com/,4.9,614,Dentist,Show open hours for the week,https://www.google.com/maps/place/Hallock+Family+Dental/data=!4m7!3m6!1s0x864c144f3df5f851:0x5c1fe0ab842784b3!8m2!3d33.2001983!4d-96.7110556!16s%2Fg%2F11bbx1ml__!19sChIJUfj1PU8UTIYRs4QnhKvgH1w?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:29:09.559928,https://www.facebook.com/Rosenbergmfm,https://www.instagram.com/hallockfamilydental,,614,,,9,yes,Has online booking,1,Leaky Funnel,Group,Fresh,90d ago,,,,,,,,,,,,,,,
McKinney Emergency Dentist,"
4550 Eldorado Pkwy, McKinney, TX 75072, United States",North Collin,DFW,+1 972-666-4227,http://mckinneyemergencydentist.com/,5.0,43,Emergency dental service,,https://www.google.com/maps/place/McKinney+Emergency+Dentist/data=!4m7!3m6!1s0x864c141cf8d99b27:0xa3a886996b68bb07!8m2!3d33.1729907!4d-96.6770285!16s%2Fg%2F11cm2h83ys!19sChIJJ5vZ-BwUTIYRB7toa5mGqKM?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:29:14.030649,,,,43,,,7,no,No social media; No SSL,1,Leaky Funnel,Unknown,Recent,10mo ago,,,,,,,,,,,,,,,
Eternity Dental,"
1434 N Central Expy STE 121, McKinney, TX 75070, United States",North Collin,DFW,+1 972-542-4402,http://eternity.dental/,4.9,217,Dentist,Show open hours for the week,https://www.google.com/maps/place/Eternity+Dental/data=!4m7!3m6!1s0x864c13a6a71a6d3b:0x4266a56c579de616!8m2!3d33.2103069!4d-96.6362696!16s%2Fg%2F11d_8m4tvl!19sChIJO20ap6YTTIYRFuadV2ylZkI?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:29:18.632899,,,,217,19,,7,yes,Has online booking; Large team (19 doctors); No social media; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,90d ago,,,,,,,,,,,,,,,
Smiles Modern Dental,"
1750 N Stonebridge Dr #105, McKinney, TX 75071, United States",North Collin,DFW,+1 972-540-1886,http://www.smilesmoderndental.com/,4.9,410,Dentist,Show open hours for the week,https://www.google.com/maps/place/Smiles+Modern+Dental/data=!4m7!3m6!1s0x864c1508e3794c8d:0x64ca336b192c090d!8m2!3d33.2156864!4d-96.7195719!16s%2Fg%2F1tgcs8pv!19sChIJjUx54wgVTIYRDQksGWszymQ?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:29:23.361562,https://www.facebook.com/pages/Smiles-Modern-Dental/106432359399996,,,410,12,,6,no,Large team (12 doctors); Facebook only; No SSL; No mobile viewport,1,Leaky Funnel,Group,Fresh,7d ago,,,,,,,,,,,,,,,
Kindred Smiles Dental,"
3801 Virginia Pkwy Suite 800, McKinney, TX 75072, United States",North Collin,DFW,+1 469-207-1391,https://kindredsmilesdental.com/?utm_source=GMB+Listing&utm_medium=organic,5.0,99,Dentist,Show open hours for the week,https://www.google.com/maps/place/Kindred+Smiles+Dental/data=!4m7!3m6!1s0x864c15dd72f03bad:0x49e54dd4c6269619!8m2!3d33.19624!4d-96.6695673!16s%2Fg%2F11w9t4syj2!19sChIJrTvwct0VTIYRGZYmxtRN5Uk?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:29:27.351323,https://www.facebook.com/people/Kindred-Smiles-Dental/61563182482839,https://www.instagram.com/kindredsmilesdental,,99,7,,10,yes,Has online booking; Large team (7 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,14d ago,,,,,,,,,,,,,,,
Valley Creek Dental Care,"
2530 Eldorado Pkwy Suite 100, McKinney, TX 75070, United States",North Collin,DFW,+1 972-542-8006,http://www.valleycreekdentalcare.com/,4.9,346,Dentist,Show open hours for the week,https://www.google.com/maps/place/Valley+Creek+Dental+Care/data=!4m7!3m6!1s0x864c11589fb345c9:0xa665ed800bc888a9!8m2!3d33.171162!4d-96.649277!16s%2Fg%2F1hc165qwh!19sChIJyUWzn1gRTIYRqYjIC4DtZaY?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:29:31.958429,http://www.facebook.com/2008/fbml,http://instagram.com/valleycreekdentalcare,,346,9,,9,yes,Has online booking; Large team (9 doctors); No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago,,,,,,,,,,,,,,,
Ridge Commons Family Dentistry,"
4100 Ridge Rd #103, McKinney, TX 75070, United States",North Collin,DFW,+1 972-972-8782,https://www.ridgecommonsfamilydentistry.com/,4.9,210,Dentist,Show open hours for the week,https://www.google.com/maps/place/Ridge+Commons+Family+Dentistry/data=!4m7!3m6!1s0x864c17bbe1dac31f:0x5c4935844986685f!8m2!3d33.1580123!4d-96.6950073!16s%2Fg%2F11gw36rmz8!19sChIJH8Pa4bsXTIYRX2iGSYQ1SVw?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:29:36.525977,https://www.facebook.com/ridgecommonsfamilydentistry,,,210,11,,10,yes,Has online booking; Large team (11 doctors); Facebook only; Has online booking,1,Leaky Funnel,Group,Fresh,21d ago,,,,,,,,,,,,,,,
SK Family Dental,"
3350 Virginia Pkwy #100, McKinney, TX 75071, United States",North Collin,DFW,+1 469-424-3000,http://www.skfamilydentaltx.com/,4.9,46,Dentist,Show open hours for the week,https://www.google.com/maps/place/SK+Family+Dental/data=!4m7!3m6!1s0x864c1475ece42a7d:0x518dcdc24f6bca57!8m2!3d33.1974074!4d-96.6640555!16s%2Fg%2F11clfsk1lx!19sChIJfSrk7HUUTIYRV8prT8LNjVE?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:29:40.421334,https://www.facebook.com/SKFamilyDentalTX,,,46,7,,7,no,Large team (7 doctors); Facebook only; No SSL,1,Leaky Funnel,Group,Fresh,90d ago,,,,,,,,,,,,,,,
Dossett Dental,"
4550 Eldorado Pkwy Ste 107, McKinney, TX 75070, United States",North Collin,DFW,+1 972-542-4141,https://www.dossettdental.com/,4.7,519,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dossett+Dental/data=!4m7!3m6!1s0x864c141cfe82afa3:0xc6bd37f4986ed0bd!8m2!3d33.1729805!4d-96.6770522!16s%2Fg%2F1td4kj14!19sChIJo6-C_hwUTIYRvdBumPQ3vcY?authuser=0&hl=en&rclk=1,dentist McKinney TX,2026-02-28T12:29:43.506608,https://www.facebook.com/DossettDentalTX/posts,https://instagram.com/dossett.dental,,519,2,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
"Aspen Dental - McKinney, TX","
1514 W University Dr, McKinney, TX 75070, United States",North Collin,DFW,+1 469-421-9166,"https://www.aspendental.com/dentist/tx/mckinney/1514-west-university-drive?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=Mckinney,TX-Mckinney_TX-4370&utm_content=listing",4.3,198,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Aspen+Dental+-+McKinney,+TX/data=!4m7!3m6!1s0x864c13c2a0823893:0x6d3f54936322f8eb!8m2!3d33.2165941!4d-96.6278772!16s%2Fg%2F11y3zt4mng!19sChIJkziCoMITTIYR6_giY5NUP20?authuser=0&hl=en&rclk=1",dentist McKinney TX,2026-02-28T12:29:48.183360,,,,198,,,4,no,No social media; No mobile viewport,1,Leaky Funnel,Unknown,Fresh,30d ago,,,,,,,,,,,,,,,
