name,address,borough,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at
Maimonides Dental & Oral Surgery,"
4303 13th Ave, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-871-9111,https://maimo.org/,3.0,11,Dental clinic,,https://www.google.com/maps/place/Maimonides+Dental+%26+Oral+Surgery/data=!4m7!3m6!1s0x89c25ad4a6ad0001:0xdcec8ae162713df4!8m2!3d40.6381224!4d-73.9885469!16s%2Fg%2F11hd54h3zq!19sChIJAQCtptRawokR9D1xYuGK7Nw?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:00:27.559007
Fifth Avenue Dental,"
4607 5th Ave, Brooklyn, NY 11220, United States",Brooklyn,New York,+1 718-854-3191,,3.2,69,Dentist,Show open hours for the week,https://www.google.com/maps/place/Fifth+Avenue+Dental/data=!4m7!3m6!1s0x89c25ab649fcb98f:0x41caeb55cdbcf588!8m2!3d40.647087!4d-74.0080718!16s%2Fg%2F11fyxd85cb!19sChIJj7n8SbZawokRiPW8zVXrykE?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:00:32.947085
Balakhane Eliyahu DDS,"
1272 50th St #5, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-972-7200,,4.1,38,Dentist,Show open hours for the week,https://www.google.com/maps/place/Balakhane+Eliyahu+DDS/data=!4m7!3m6!1s0x89c2452d963c93ad:0x829e3ba74003a6d!8m2!3d40.6346057!4d-73.9933379!16s%2Fg%2F1tmqs8dr!19sChIJrZM8li1FwokRbToAdLrjKQg?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:00:40.700239
Maimonides Pediatric & Family,"
4305 13th Ave, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-871-9111,https://maimo.org/treatments-care/childrens-hospital/pediatric-dentistry/,2.3,36,Medical clinic,Show open hours for the week,https://www.google.com/maps/place/Maimonides+Pediatric+%26+Family/data=!4m7!3m6!1s0x89c25ad4a6ab8181:0x3e4c0b4a041a4621!8m2!3d40.6380882!4d-73.9885804!16s%2Fg%2F1tgcn65w!19sChIJgYGrptRawokRIUYaBEoLTD4?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:00:48.281835
Lorber George DDS,"
1359 49th St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-435-1705,,4.2,5,Dentist,,https://www.google.com/maps/place/Lorber+George+DDS/data=!4m7!3m6!1s0x89c2452c43da8a27:0x8bccf604ecd41d27!8m2!3d40.635337!4d-73.9893822!16s%2Fg%2F1w4f8__x!19sChIJJ4raQyxFwokRJx3U7AT2zIs?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:01:02.057323
"Boro Park Pediatric Associates, PLLC","
5323 18th Ave, Brooklyn, NY 11204, United States",Brooklyn,New York,+1 718-438-4400,https://boroparkpediatrics.com/,4.5,8,Pediatrician,Show open hours for the week,"https://www.google.com/maps/place/Boro+Park+Pediatric+Associates,+PLLC/data=!4m7!3m6!1s0x89c245f8b68d8281:0x255ba302d0fcf9bd!8m2!3d40.6255692!4d-73.9833689!16s%2Fg%2F11gvr8pqsn!19sChIJgYKNtvhFwokRvfn80AKjWyU?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:01:12.727570
Shen Dental,"
5421 14th Ave, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-513-4395,,4.2,20,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Shen+Dental/data=!4m7!3m6!1s0x89c2452e4aeb1cbf:0xae79f760ffcbc6cc!8m2!3d40.6303934!4d-73.993157!16s%2Fg%2F1tksp85s!19sChIJvxzrSi5FwokRzMbL_2D3ea4?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:01:21.862439
"Dr. Moshe Ziegler, DDS","
1124 55th St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-871-9745,http://www.drmoshezieglerdds.com/,4.8,17,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Moshe+Ziegler,+DDS/data=!4m7!3m6!1s0x89c2453158b2da9b:0xae240dfd54cf6542!8m2!3d40.6337674!4d-73.9995654!16s%2Fg%2F1tdj53c1!19sChIJm9qyWDFFwokRQmXPVP0NJK4?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:01:27.163259
Dr. Leonid Fuks,"
4424 Fort Hamilton Pkwy, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-437-5300,,4.3,22,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dr.+Leonid+Fuks/data=!4m7!3m6!1s0x89c25acd7fa3be85:0xe4c355fafae8eab3!8m2!3d40.64049!4d-73.99491!16s%2Fg%2F11b7q31d10!19sChIJhb6jf81awokRs-ro-vpVw-Q?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:01:32.469830
Maimonides Dental & Oral Surgery,"
4802 10th Ave, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-283-7428,https://maimo.org/,2.6,27,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Maimonides+Dental+%26+Oral+Surgery/data=!4m7!3m6!1s0x89c25accc4d9f991:0x20873b6b338b04b3!8m2!3d40.6394208!4d-73.9981859!16s%2Fg%2F11hd576pb7!19sChIJkfnZxMxawokRswSLM2s7hyA?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:01:39.233938
Dr Eli Lutz and Dr. Zev Zelman- Bp Dentistry for Kids,"
5309 18th Ave 2nd floor, Brooklyn, NY 11204, United States",Brooklyn,New York,+1 718-473-0960,,4.3,58,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Dr+Eli+Lutz+and+Dr.+Zev+Zelman-+Bp+Dentistry+for+Kids/data=!4m7!3m6!1s0x89c24527f6a30717:0x5afbd96bfc4f03e1!8m2!3d40.625673!4d-73.983324!16s%2Fg%2F11gf626m0_!19sChIJFwej9idFwokR4QNP_GvZ-1o?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:01:50.118178
Rafian C Shimon DDS,"
1359 49th St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-436-2933,,5.0,3,Dentist,,https://www.google.com/maps/place/Rafian+C+Shimon+DDS/data=!4m7!3m6!1s0x89c2452b8a927439:0x639fc4953226ba73!8m2!3d40.634213!4d-73.9905257!16s%2Fg%2F1tp8_z2l!19sChIJOXSSiitFwokRc7omMpXEn2M?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:02:00.556175
"Dr. Joshua Y. Chopp, DDS","
1528 49th St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-853-2244,,5.0,2,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Joshua+Y.+Chopp,+DDS/data=!4m7!3m6!1s0x89c244ee3b445b9d:0xfd0d1ffa78987bbd!8m2!3d40.6315051!4d-73.9868138!16s%2Fg%2F1tkf1x07!19sChIJnVtEO-5EwokRvXuYePofDf0?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:02:08.429047
Rosenberg Phillip DDS,"
1520 50th St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-871-6663,,4.1,14,Orthodontist,,https://www.google.com/maps/place/Rosenberg+Phillip+DDS/data=!4m7!3m6!1s0x89c2452944242c3f:0x1e80df2fbcf3e89f!8m2!3d40.631255!4d-73.987903!16s%2Fg%2F1tj9cxl1!19sChIJPywkRClFwokRn-jzvC_fgB4?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:02:13.787674
"Jane Yang Dental, P.C","
5611 7th Ave, Brooklyn, NY 11220, United States",Brooklyn,New York,+1 718-439-5001,http://www.janeyangdentalpc.com/?utm_source=gmb_auth,3.1,90,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Jane+Yang+Dental,+P.C/data=!4m7!3m6!1s0x89c2454b1e1e1963:0x82471a349bbb2038!8m2!3d40.638681!4d-74.009449!16s%2Fg%2F1thnpp9t!19sChIJYxkeHktFwokROCC7mzQaR4I?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:02:26.218141
Maimonides Oral & Maxillofacial Surgery,"
Dental Brooklyn, 4802 10th Ave 2nd floor, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-283-7428,https://maimo.org/treatments-care/dental-care-and-oral-surgery/,1.0,2,Oral surgeon,Show open hours for the week,https://www.google.com/maps/place/Maimonides+Oral+%26+Maxillofacial+Surgery/data=!4m7!3m6!1s0x89c25bbde6c9a365:0x7db58e3d60d16e13!8m2!3d40.6393247!4d-73.9985516!16s%2Fg%2F11h0jg2r95!19sChIJZaPJ5r1bwokRE27RYD2OtX0?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:02:32.435945
Dr. Gedaliah Mordechai Stern DDS,"
1607 55th St, Brooklyn, NY 11204, United States",Brooklyn,New York,+1 718-305-5480,http://implantsandlasers-r-us.com/,5.0,1,Dental implants provider,,https://www.google.com/maps/place/Dr.+Gedaliah+Mordechai+Stern+DDS/data=!4m7!3m6!1s0x89c24528ac1a2a35:0x49ea13d2197c27a8!8m2!3d40.62767!4d-73.988548!16s%2Fg%2F1tcysr4h!19sChIJNSoarChFwokRqCd8GdIT6kk?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:02:38.112325
Braun Aron S D.D.S.,"
1242 56th St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-436-2300,http://aronbraundds.com/,4.9,11,Dentist,Show open hours for the week,https://www.google.com/maps/place/Braun+Aron+S+D.D.S./data=!4m7!3m6!1s0x89c24531a88ce49f:0x7fc781f3d570085!8m2!3d40.631593!4d-73.997478!16s%2Fg%2F1tfk9y71!19sChIJn-SMqDFFwokRhQBXPR94_Ac?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:02:44.271429
Jiannian Dental,"
726 60th St STE 1, Brooklyn, NY 11220, United States",Brooklyn,New York,+1 718-492-9807,,3.5,6,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Jiannian+Dental/data=!4m7!3m6!1s0x89c2454be961111d:0x6ccc092f7c24dcee!8m2!3d40.6362465!4d-74.0112371!16s%2Fg%2F1tdzmgbk!19sChIJHRFh6UtFwokR7twkfC8JzGw?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:02:50.485894
Sapir Martin DDS,"
1254 48th St #1, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-435-9666,,3.1,13,Dentist,,https://www.google.com/maps/place/Sapir+Martin+DDS/data=!4m7!3m6!1s0x89c2452d1a53046f:0xed7227140ab9e891!8m2!3d40.6359281!4d-73.9925591!16s%2Fg%2F1tq6kz_4!19sChIJbwRTGi1FwokRkei5ChQncu0?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:02:58.038058
Kohn David D DDS,"
5118 14th Ave, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-436-2246,,5.0,1,Dentist,,https://www.google.com/maps/place/Kohn+David+D+DDS/data=!4m7!3m6!1s0x89c2452e4aeb1cbf:0x4f4ad708d092138f!8m2!3d40.6322856!4d-73.9917721!16s%2Fg%2F1thp8x5f!19sChIJvxzrSi5FwokRjxOS0AjXSk8?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:03:02.407605
"Gerardo Yablonovich, DDS","
1458 51st St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-436-7750,https://www.doctorsnetwork.com/doctors/pediatric-dentists/brooklyn-ny-01121/invite-gerardo-yablonovich-dds-3507,4.3,6,Pediatric dentist,,"https://www.google.com/maps/place/Gerardo+Yablonovich,+DDS/data=!4m7!3m6!1s0x89c245297f3727c5:0x478c3becb2cfe98d!8m2!3d40.6315576!4d-73.989775!16s%2Fg%2F1tltn8lb!19sChIJxSc3fylFwokRjenPsuw7jEc?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:03:09.161847
Ezra Medical Center - 38th Street,"
1312 38th St, Brooklyn, NY 11218, United States",Brooklyn,New York,+1 718-686-7600,http://www.ezramedical.org/,3.9,136,Medical Center,Show open hours for the week,https://www.google.com/maps/place/Ezra+Medical+Center+-+38th+Street/data=!4m7!3m6!1s0x89c25ad5c60558b1:0x55fde446a83aee54!8m2!3d40.6406555!4d-73.9853445!16s%2Fg%2F1tltn8yy!19sChIJsVgFxtVawokRVO46qEbk_VU?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:03:14.191162
Kid's Dental Care,"
5806 5th Ave, Brooklyn, NY 11220, United States",Brooklyn,New York,,https://www.thekidsdentalcare.com/contact-us,4.6,338,Dentist,Show open hours for the week,https://www.google.com/maps/place/Kid%27s+Dental+Care/data=!4m7!3m6!1s0x89c25ab364ddfc6d:0xc28d93317e276a0f!8m2!3d40.6405784!4d-74.0153529!16s%2Fg%2F1tfvj3l2!19sChIJbfzdZLNawokRD2onfjGTjcI?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:03:20.473346
Zachary Gorden DDS,"
1537 51st St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-437-7094,,5.0,7,Dentist,Show open hours for the week,https://www.google.com/maps/place/Zachary+Gorden+DDS/data=!4m7!3m6!1s0x89c2452938ca9fa3:0xb83022c7e16b51b3!8m2!3d40.63083!4d-73.987784!16s%2Fg%2F1vlk2gkm!19sChIJo5_KOClFwokRs1Fr4cciMLg?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:03:27.904315
Diamond Braces Orthodontist: Braces & Invisalign,"
5119 5th Ave, Brooklyn, NY 11220, United States",Brooklyn,New York,+1 718-568-0474,https://www.diamondbraces.com/pages/location-sunset-park-ny/?utm_source=GMB&utm_campaign=Profile,4.8,403,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Diamond+Braces+Orthodontist:+Braces+%26+Invisalign/data=!4m7!3m6!1s0x89c25b4ef971e1e7:0x4aab8873fe21984c!8m2!3d40.6440462!4d-74.0111332!16s%2Fg%2F11q26c0fb5!19sChIJ5-Fx-U5bwokRTJgh_nOIq0o?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:03:33.487122
Dr. Martin Stern,"
1607 55th St, Brooklyn, NY 11204, United States",Brooklyn,New York,+1 718-305-5480,,5.0,1,Dental implants provider,,https://www.google.com/maps/place/Dr.+Martin+Stern/data=!4m7!3m6!1s0x89c24528ac240001:0x416f74388caf4a3f!8m2!3d40.6277075!4d-73.9885354!16s%2Fg%2F11rkj8j3zl!19sChIJAQAkrChFwokRP0qvjDh0b0E?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:03:39.247606
"Dr. Reuben F. Yeroshalmi, DDS","
1537 51st St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-437-5066,,5.0,9,Dentist,,"https://www.google.com/maps/place/Dr.+Reuben+F.+Yeroshalmi,+DDS/data=!4m7!3m6!1s0x89c2452938ca9fa3:0xdd0f6a39047b0fd8!8m2!3d40.63083!4d-73.987784!16s%2Fg%2F1ttdzbz0!19sChIJo5_KOClFwokR2A97BDlqD90?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:03:45.712307
Contemporary Dental Implant Centre,"
1335 54th St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 212-269-9500,https://www.contemporarydentalimplantcentre.com/,5.0,4,Dentist,,https://www.google.com/maps/place/Contemporary+Dental+Implant+Centre/data=!4m7!3m6!1s0x89c244ee3b445b9d:0xa3559dac5203db71!8m2!3d40.6318132!4d-73.9939644!16s%2Fg%2F1tdvw6hv!19sChIJnVtEO-5EwokRcdsDUqydVaM?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:03:51.301701
Central Pediatric Dentistry,"
757 60th St Suite 601, Brooklyn, NY 11220, United States",Brooklyn,New York,+1 718-567-9000,http://www.centralpediatricdentistry.com/,3.1,25,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Central+Pediatric+Dentistry/data=!4m7!3m6!1s0x89c245993f670a0b:0xe7ec1ea425f700df!8m2!3d40.6361045!4d-74.0102233!16s%2Fg%2F11kzxfc7kl!19sChIJCwpnP5lFwokR3wD3JaQe7Oc?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:03:57.802325
Fourth Avenue Dental,"
5404 4th Ave, Brooklyn, NY 11220, United States",Brooklyn,New York,+1 718-439-2876,,1.4,30,Dentist,Show open hours for the week,https://www.google.com/maps/place/Fourth+Avenue+Dental/data=!4m7!3m6!1s0x89c25ab3b32a4b95:0x3d49171bf1c6e110!8m2!3d40.6442506!4d-74.0153012!16s%2Fg%2F1tksp8jd!19sChIJlUsqs7NawokREOHG8RsXST0?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:04:02.611867
K B Family Dental,"
5413 5th Ave, Brooklyn, NY 11220, United States",Brooklyn,New York,+1 718-439-9622,,1.8,14,Dentist,Show open hours for the week,https://www.google.com/maps/place/K+B+Family+Dental/data=!4m7!3m6!1s0x89c25ab37b4afd69:0xc9e3ad389797279c!8m2!3d40.6424733!4d-74.0127405!16s%2Fg%2F1tm13jd5!19sChIJaf1Ke7NawokRnCeXlzit48k?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:04:08.379252
"RENA KRAVITZ, DDS – Maimonides Medical Center","
4305 13th Ave, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-283-2085,https://maimo.org/find-a-doctor/rena-kravitz?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=Maimo,5.0,7,Dentist,Show open hours for the week,"https://www.google.com/maps/place/RENA+KRAVITZ,+DDS+%E2%80%93+Maimonides+Medical+Center/data=!4m7!3m6!1s0x89c25ad4a6ab8181:0xce9aeb6b1da5a6c9!8m2!3d40.6380883!4d-73.9885804!16s%2Fg%2F1vfzg22g!19sChIJgYGrptRawokRyaalHWvrms4?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:04:15.814498
Rosenberg & Zoldan Orthodontics,"
1520 50th St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-871-6663,,4.5,2,Orthodontist,,https://www.google.com/maps/place/Rosenberg+%26+Zoldan+Orthodontics/data=!4m7!3m6!1s0x89c245401867c773:0x766f51651a0bd7e4!8m2!3d40.6312955!4d-73.9878582!16s%2Fg%2F11h2pp9fnv!19sChIJc8dnGEBFwokR5NcLGmVRb3Y?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:04:22.687029
Dental Office Avner Dental Inc.,"
1378 40th St, Brooklyn, NY 11218, United States",Brooklyn,New York,,,3.7,3,Dentist,,https://www.google.com/maps/place/Dental+Office+Avner+Dental+Inc./data=!4m7!3m6!1s0x89c25ad50ed6d18d:0x9349e1830c79b531!8m2!3d40.6388263!4d-73.9850003!16s%2Fg%2F11hcdwby0w!19sChIJjdHWDtVawokRMbV5DIPhSZM?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:04:28.789354
Khodosh Yelena DDS,"
1535 51st St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-853-4564,,5.0,6,Dentist,,https://www.google.com/maps/place/Khodosh+Yelena+DDS/data=!4m7!3m6!1s0x89c2452938bb9715:0x27dc0478dcab0f10!8m2!3d40.630865!4d-73.987842!16s%2Fg%2F1tzgkk61!19sChIJFZe7OClFwokREA-r3HgE3Cc?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:04:35.972792
"Dr. Jay Rubin, DMD","
6010 New Utrecht Ave, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-633-9600,https://jayrubindmd.com/,4.0,20,Dental implants periodontist,,"https://www.google.com/maps/place/Dr.+Jay+Rubin,+DMD/data=!4m7!3m6!1s0x89c2453a92235e4d:0x2304a7d74c173ae2!8m2!3d40.6275558!4d-73.9968338!16s%2Fg%2F1tf491h_!19sChIJTV4jkjpFwokR4joXTNenBCM?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:04:41.790307
Bright Smile Center,"
1111 55th St #2B, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-437-5774,,1.0,,Dentist,,https://www.google.com/maps/place/Bright+Smile+Center/data=!4m7!3m6!1s0x89c24533e67cf151:0xd8fbf36463a987cb!8m2!3d40.634283!4d-73.999495!16s%2Fg%2F1thnpp9r!19sChIJUfF85jNFwokRy4epY2Tz-9g?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:05:07.605846
Dr William Stern,"
1607 55th St, Brooklyn, NY 11204, United States",Brooklyn,New York,+1 718-851-0700,,3.7,3,Dentist,,https://www.google.com/maps/place/Dr+William+Stern/data=!4m7!3m6!1s0x89c24528ac1a2a35:0x71e75a049c8d2062!8m2!3d40.62767!4d-73.988548!16s%2Fg%2F1tfcp7jq!19sChIJNSoarChFwokRYiCNnARa53E?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:05:15.519007
"Dr. Rincon Dental Care, PLLC; Ruddy Rincon, DDS","
474 54th St #1, Brooklyn, NY 11220, United States",Brooklyn,New York,+1 718-439-6669,http://www.rincondentalcareny.com/,4.6,42,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Rincon+Dental+Care,+PLLC;+Ruddy+Rincon,+DDS/data=!4m7!3m6!1s0x89c25ab377889c51:0x7ac71f38ecbe6005!8m2!3d40.642961!4d-74.0131578!16s%2Fg%2F1tj34191!19sChIJUZyId7NawokRBWC-7Dgfx3o?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:05:20.767216
Sholom Fuzailov🦷,"
5421 14th Ave, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 917-569-1002,,3.8,4,Dentist,,https://www.google.com/maps/place/Sholom+Fuzailov%F0%9F%A6%B7/data=!4m7!3m6!1s0x89c2452fb4faaaab:0x5d200400edca56d5!8m2!3d40.6303019!4d-73.9930577!16s%2Fg%2F11k3_k39gz!19sChIJq6r6tC9FwokR1VbK7QAEIF0?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:05:26.121996
Dr. David Waltuch,"
1475 48th St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-435-0266,,5.0,1,Dentist,,https://www.google.com/maps/place/Dr.+David+Waltuch/data=!4m7!3m6!1s0x89c2452bc00cfff9:0xa20d5660f39af8fb!8m2!3d40.6332898!4d-73.9873302!16s%2Fg%2F11p07bp3md!19sChIJ-f8MwCtFwokR-_ia82BWDaI?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:05:32.086175
"Dr. Joseph Shainbaum, DDS","
4901 Fort Hamilton Pkwy, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-438-3701,,5.0,1,Dentist,,"https://www.google.com/maps/place/Dr.+Joseph+Shainbaum,+DDS/data=!4m7!3m6!1s0x89c24532d625869f:0xc0419c62964319d3!8m2!3d40.6381222!4d-73.9975908!16s%2Fg%2F1tm13j1r!19sChIJn4Yl1jJFwokR0xlDlmKcQcA?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:05:40.264383
Marguerite Grossman,"
1441 43rd St, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-787-5656,,4.7,9,Dentist,,https://www.google.com/maps/place/Marguerite+Grossman/data=!4m7!3m6!1s0x89c2452acd9afffd:0xaf777d935be551fa!8m2!3d40.6365383!4d-73.9851495!16s%2Fg%2F11qgb7hj3t!19sChIJ_f-azSpFwokR-lHlW5N9d68?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:05:47.854715
LAX Howard DDS,"
4424 Fort Hamilton Pkwy, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-871-7400,,3.7,3,Dentist,,https://www.google.com/maps/place/LAX+Howard+DDS/data=!4m7!3m6!1s0x89c25acd7fa3be85:0xd5d12ac992006957!8m2!3d40.6404897!4d-73.9949165!16s%2Fg%2F1thcnpwy!19sChIJhb6jf81awokRV2kAkskq0dU?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:05:52.606047
"Steinberg & Garrel Orthodontics, PLLC","
5713 16th Ave Suite B, Brooklyn, NY 11204, United States",Brooklyn,New York,+1 718-435-1818,,5.0,5,Orthodontist,,"https://www.google.com/maps/place/Steinberg+%26+Garrel+Orthodontics,+PLLC/data=!4m7!3m6!1s0x89c24525bf9aafb5:0xabc25e1bb0dd01fe!8m2!3d40.6261851!4d-73.9903606!16s%2Fg%2F11fy4hsg67!19sChIJta-avyVFwokR_gHdsBtewqs?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:06:04.043888
"Michael B. Schwartz, DDS","
1528 49th St Ste 1B/C, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-853-2244,,5.0,3,Dentist,,"https://www.google.com/maps/place/Michael+B.+Schwartz,+DDS/data=!4m7!3m6!1s0x89c245296447eb5b:0xac5b8114110de6bc!8m2!3d40.6315051!4d-73.9868138!16s%2Fg%2F1tfhh9pm!19sChIJW-tHZClFwokRvOYNERSBW6w?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:06:11.884829
"Dr. Aleksandr V. Vasenko, DDS","
4802 10th Ave, Brooklyn, NY 11219, United States",Brooklyn,New York,+1 718-283-8322,,3.0,4,Dentist,,"https://www.google.com/maps/place/Dr.+Aleksandr+V.+Vasenko,+DDS/data=!4m7!3m6!1s0x89c25accc457649b:0x45120e09c6e98935!8m2!3d40.6394036!4d-73.9984774!16s%2Fg%2F1thsb8db!19sChIJm2RXxMxawokRNYnpxgkOEkU?authuser=0&hl=en&rclk=1",dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:06:17.269542
Ezra Medical Center - 13th Avenue,"
3710 13th Ave, Brooklyn, NY 11218, United States",Brooklyn,New York,+1 718-686-7600,https://www.ezramedical.org/,4.4,21,Medical Center,Show open hours for the week,https://www.google.com/maps/place/Ezra+Medical+Center+-+13th+Avenue/data=!4m7!3m6!1s0x89c25badac585911:0x2f192495b7344219!8m2!3d40.6416362!4d-73.9855655!16s%2Fg%2F11l1_vs9yy!19sChIJEVlYrK1bwokRGUI0t5UkGS8?authuser=0&hl=en&rclk=1,dentist Borough Park Sunset Park Brooklyn,2026-02-25T22:06:24.908355
