clinic_name,reviewer_name,stars,review_text,review_date,google_maps_url
Dr.Alex ד״ר אלכס מרפאת שיניים חירום 24,Lior Naftali,5,"רופא שיניים מצוין! ד״ר אלכס מקצועי מאוד, יסודי וסבלני, מסביר כל שלב ונותן תחושת ביטחון מלאה. השירות ברמה גבוהה, המענה מהיר וזמין, והיחס אישי ואכפתי. ממליץ בחום לכל מי שמחפש טיפול איכותי ושירות מעולה",לפני חודש,https://www.google.com/maps/place/Dr.Alex+%D7%93%D7%B4%D7%A8+%D7%90%D7%9C%D7%9B%D7%A1+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%97%D7%99%D7%A8%D7%95%D7%9D+24%E2%80%AD/data=!4m7!3m6!1s0x1502b3e9a1eabee1:0xb0f4f0f20688d7f7!8m2!3d32.0268812!4d34.7469876!16s%2Fg%2F11khf43bw3!19sChIJ4b7qoemzAhUR99eIBvLw9LA?authuser=0&hl=iw&rclk=1
Dr.Alex ד״ר אלכס מרפאת שיניים חירום 24,Tal Frank,5,"הרופא הכי טוב, מקצועי ואמין שיש, נותן יחס מדהים, סבלני ורואים שהוא רופא מומחה ברמה מאוד גבוהה. סומכת עליו בעיניים עצומות וממליצה מכל הלב.",לפני חודש,https://www.google.com/maps/place/Dr.Alex+%D7%93%D7%B4%D7%A8+%D7%90%D7%9C%D7%9B%D7%A1+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%97%D7%99%D7%A8%D7%95%D7%9D+24%E2%80%AD/data=!4m7!3m6!1s0x1502b3e9a1eabee1:0xb0f4f0f20688d7f7!8m2!3d32.0268812!4d34.7469876!16s%2Fg%2F11khf43bw3!19sChIJ4b7qoemzAhUR99eIBvLw9LA?authuser=0&hl=iw&rclk=1
"ד""ר סריברינסקי רומן רופא שיניים",Sergey Bronshtein,5,"היום הייתי אצל ד״ר רומן סריברינסקי במרפאה. הגעתי עם חשש בגלל ניסיון רע בעבר — אחרי ניקוי שיניים במקום אחר כאבו לי השיניים יותר מחודש. אצל ד״ר רומן הניקוי היה מהיר, מקצועי ועדין מאוד. לא כאב בכלל. יצאתי רגוע ומרוצה. ממליץ בחום.  Х",לפני חודש,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A1%D7%A8%D7%99%D7%91%D7%A8%D7%99%D7%A0%D7%A1%D7%A7%D7%99+%D7%A8%D7%95%D7%9E%D7%9F+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4bc96a1483e3:0xc5b4d3c4c1b91f1e!8m2!3d32.0268812!4d34.7469876!16s%2Fg%2F1twxnv1s!19sChIJ44MUaslLHRURHh-5wcTTtMU?authuser=0&hl=iw&rclk=1
"ד""ר סריברינסקי רומן רופא שיניים",Anna Aizman ליאם מנצור,5,"אם יכולתי הייתי מביאה להם שם 10000 כוכבים, רופא מדהים עם יחד אישי חם, הוגן, אכפתי, הגעתי לטיפול עם בן ה6 שלי ובאופן אישי יש לי פוביה מטורפת מרופאי שיניים, קיבלנו טיפול מושלם מהצוות, הילד ממש התלהב ואפילו רצה לחשוב פעם נוספת, אין מילים לתאר, …",לפני 10 חודשים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A1%D7%A8%D7%99%D7%91%D7%A8%D7%99%D7%A0%D7%A1%D7%A7%D7%99+%D7%A8%D7%95%D7%9E%D7%9F+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4bc96a1483e3:0xc5b4d3c4c1b91f1e!8m2!3d32.0268812!4d34.7469876!16s%2Fg%2F1twxnv1s!19sChIJ44MUaslLHRURHh-5wcTTtMU?authuser=0&hl=iw&rclk=1
"ד""ר סריברינסקי רומן רופא שיניים",Oshir Abuksis,5,"הגעתי לדר רומן עם כאב שיניים נוראי, קיבל אותי מהרגע להרגע..בדק אותי וסירב לקחת תשלום. אין ספק שאמליץ לכל המשפחה ואגיע גם בהמשך. איש אמין מאוד",לפני 11 חודשים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A1%D7%A8%D7%99%D7%91%D7%A8%D7%99%D7%A0%D7%A1%D7%A7%D7%99+%D7%A8%D7%95%D7%9E%D7%9F+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4bc96a1483e3:0xc5b4d3c4c1b91f1e!8m2!3d32.0268812!4d34.7469876!16s%2Fg%2F1twxnv1s!19sChIJ44MUaslLHRURHh-5wcTTtMU?authuser=0&hl=iw&rclk=1
מרפאת שיניים בת ים,Hanna Dorts,5,,לפני 4 שנים,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b3169a745eaf:0x662da773eb32ab2b!8m2!3d32.0188584!4d34.7459002!16s%2Fg%2F1q5bm3k67!19sChIJr150mhazAhURK6sy63OnLWY?authuser=0&hl=iw&rclk=1
מרפאת שיניים בת ים,Nino Mekin,5,,לפני 5 שנים,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b3169a745eaf:0x662da773eb32ab2b!8m2!3d32.0188584!4d34.7459002!16s%2Fg%2F1q5bm3k67!19sChIJr150mhazAhURK6sy63OnLWY?authuser=0&hl=iw&rclk=1
מרפאת שיניים בת ים,Emil Baumvol,5,,לפני 5 שנים,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b3169a745eaf:0x662da773eb32ab2b!8m2!3d32.0188584!4d34.7459002!16s%2Fg%2F1q5bm3k67!19sChIJr150mhazAhURK6sy63OnLWY?authuser=0&hl=iw&rclk=1
"מכבידנט, בת ים",פרידה אסא,5,"תתגמדנה המילים ותקצר היריעה מלהביע את מלוא הערכתי ,תודתי ואהבתי .לקריסטינה צייזק מנהלת המרפאה . קריסטינה מקצועית שאין שני לה בשילוב של אדיבות סבלנות הכלה סבר פנים יפות . כול מטופל מתקבל במלוא הכבוד . וכך כול צוחת המרפאה מנציגי קבלת הקהל לאסיסטניות לרןפאים המקצועים ובראשם מנהל הרפואי דר רועי . בכול פרמטר הציון 10 . ותבוא עליכם הברכה פרידה אסא,.,",לפני חודשיים,"https://www.google.com/maps/place/%D7%9E%D7%9B%D7%91%D7%99%D7%93%D7%A0%D7%98,+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b33e985a6a3b:0xe1fc45dfddbe3911!8m2!3d32.0255859!4d34.74693!16s%2Fg%2F11fmvl33vh!19sChIJO2pamD6zAhURETm-3d9F_OE?authuser=0&hl=iw&rclk=1"
"מכבידנט, בת ים",Anastasiya Nalivaika,5,"אני מביעה תודה ענקית לרופא השיניים המנתח, גנאדי פיליפוב! ​הוא רופא עם יחס כל כך רגיש ואנושי כלפי המטופל. במהלך ניתוח עקירת שיני הבינה, הוא הרגיע אותי כל הזמן ושאל אם הכל בסדר ולא כואב לי. ​חוש ההומור הנהדר שלו עזר לי ממש להירגע ולהשתחרר במהלך הניתוח!",לפני 3 חודשים,"https://www.google.com/maps/place/%D7%9E%D7%9B%D7%91%D7%99%D7%93%D7%A0%D7%98,+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b33e985a6a3b:0xe1fc45dfddbe3911!8m2!3d32.0255859!4d34.74693!16s%2Fg%2F11fmvl33vh!19sChIJO2pamD6zAhURETm-3d9F_OE?authuser=0&hl=iw&rclk=1"
"מכבידנט, בת ים",Sagi Gov Ari,0,הזמנתי תור ל8 בפועל הרופאה הגיעה רק ב8:25 והכניסו אנשים אחרים לפני . לא מכבדים את הלקוחות ואת הזמן שלהם,לפני 3 חודשים,"https://www.google.com/maps/place/%D7%9E%D7%9B%D7%91%D7%99%D7%93%D7%A0%D7%98,+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b33e985a6a3b:0xe1fc45dfddbe3911!8m2!3d32.0255859!4d34.74693!16s%2Fg%2F11fmvl33vh!19sChIJO2pamD6zAhURETm-3d9F_OE?authuser=0&hl=iw&rclk=1"
24 מרפאת שיניים שעות Dr.Serebrinski Roman,Anna Aizman ליאם מנצור,5,"אין לי דרך להודות לצוות המדהים הזה, הילד סבל מכאבי שיניים בגלל חור בחג, התקשרי ביום שבת (חג שני של פסח) וביקשתי לבוא לטיפול, הם התייצבו תוך חצי שעה לטיפול חירון לילד בן 6 שמעולם לפני זה תא היה אצל רופא שיניים, טיפלו באופן מהיר ויעיל, הילד התלהב ברמות ואמר שרוצה לחזור לשם שוב! קיבלתי יחס מדהים, מחיר מדהים לא פחות וכל זה עם גז צחוק. פשוט מושלמים! אין מילים! תודה על הכל!! ממליצה בטרוףףףףףףףף!!!",לפני 10 חודשים,https://www.google.com/maps/place/24+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A9%D7%A2%D7%95%D7%AA+Dr.Serebrinski+Roman%E2%80%AD/data=!4m7!3m6!1s0x1502b375fc5f0ca3:0x2fbde87ca54d7a9e!8m2!3d32.0268524!4d34.7469943!16s%2Fg%2F11k9q5g9s3!19sChIJowxf_HWzAhURnnpNpXzovS8?authuser=0&hl=iw&rclk=1
24 מרפאת שיניים שעות Dr.Serebrinski Roman,Daniel Kaspi,0,לא עונה לטלפון,לפני 4 חודשים,https://www.google.com/maps/place/24+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A9%D7%A2%D7%95%D7%AA+Dr.Serebrinski+Roman%E2%80%AD/data=!4m7!3m6!1s0x1502b375fc5f0ca3:0x2fbde87ca54d7a9e!8m2!3d32.0268524!4d34.7469943!16s%2Fg%2F11k9q5g9s3!19sChIJowxf_HWzAhURnnpNpXzovS8?authuser=0&hl=iw&rclk=1
24 מרפאת שיניים שעות Dr.Serebrinski Roman,Siddique,4,"התקווה שלי היא שעל ידי שיתוף הסיפור שלי עם מעבדת השיניים ICD ישראל, אוכל למנוע אפילו מאדם אחד לחוות את מה שחוויתי במעבדה הזו.",לפני שבועיים,https://www.google.com/maps/place/24+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A9%D7%A2%D7%95%D7%AA+Dr.Serebrinski+Roman%E2%80%AD/data=!4m7!3m6!1s0x1502b375fc5f0ca3:0x2fbde87ca54d7a9e!8m2!3d32.0268524!4d34.7469943!16s%2Fg%2F11k9q5g9s3!19sChIJowxf_HWzAhURnnpNpXzovS8?authuser=0&hl=iw&rclk=1
הכתר - רשת מרפאות שיניים,Ori Golan,5,"אחלה מקום, מטפלים בסבלנות ומקצועיות. אני וכל המשפחה שלי הולכים רק אליהם לכל בעיה. מומלץ בחום.",לפני 4 שנים,https://www.google.com/maps/place/%D7%94%D7%9B%D7%AA%D7%A8+-+%D7%A8%D7%A9%D7%AA+%D7%9E%D7%A8%D7%A4%D7%90%D7%95%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b33e12eaa385:0x5ddf5f75da2220b!8m2!3d32.0230325!4d34.7472364!16s%2Fg%2F11hzv4s3pp!19sChIJhaPqEj6zAhURCyKiXff13QU?authuser=0&hl=iw&rclk=1
הכתר - רשת מרפאות שיניים,ענבל ינקלביץ',5,"מדהימים, מקצוענים ושווים כל שקל. טיפול מסור ואדיב מומלץ ביותר!",תאריך העריכה: לפני 2 שנים,https://www.google.com/maps/place/%D7%94%D7%9B%D7%AA%D7%A8+-+%D7%A8%D7%A9%D7%AA+%D7%9E%D7%A8%D7%A4%D7%90%D7%95%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b33e12eaa385:0x5ddf5f75da2220b!8m2!3d32.0230325!4d34.7472364!16s%2Fg%2F11hzv4s3pp!19sChIJhaPqEj6zAhURCyKiXff13QU?authuser=0&hl=iw&rclk=1
הכתר - רשת מרפאות שיניים,Eyal Hazan,5,אחלה שירות. לא מחליף אותם.,לפני 4 שנים,https://www.google.com/maps/place/%D7%94%D7%9B%D7%AA%D7%A8+-+%D7%A8%D7%A9%D7%AA+%D7%9E%D7%A8%D7%A4%D7%90%D7%95%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b33e12eaa385:0x5ddf5f75da2220b!8m2!3d32.0230325!4d34.7472364!16s%2Fg%2F11hzv4s3pp!19sChIJhaPqEj6zAhURCyKiXff13QU?authuser=0&hl=iw&rclk=1
"מרפאת שיניים בבת ים - רופא שיניים בבת ים: ד""ר עמוס בוחניק",yaron bersano,5,יחס ושירות ברמה הגבוהה ביותר הטיפולים עם מינימום כאבים ומתחשבים בכל בקשה. מתקשרים לאחר הטיפול לשאול לשלומך ומתזכרים אותך לפני התור מאוד מומלץ,לפני 2 שנים,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%91%D7%AA+%D7%99%D7%9D+-+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%91%D7%AA+%D7%99%D7%9D:+%D7%93%22%D7%A8+%D7%A2%D7%9E%D7%95%D7%A1+%D7%91%D7%95%D7%97%D7%A0%D7%99%D7%A7%E2%80%AD/data=!4m7!3m6!1s0x1502b3aea90af5ff:0xf1e1f112f3a3ffd8!8m2!3d32.0147904!4d34.763117!16s%2Fg%2F11k9kdtr9z!19sChIJ__UKqa6zAhUR2P-j8xLx4fE?authuser=0&hl=iw&rclk=1
"מרפאת שיניים בבת ים - רופא שיניים בבת ים: ד""ר עמוס בוחניק",ערן כהן,5,"טיפול יסודי אמין ומקצועי. וזה לא סיסמא. סה ממש ככה וזה נדיר בעולם הזה. ומעבר לטיפולים הטובים ולתוצאה שקיבלתי שהייתה בדיוק מה שרציתי, גם המעטפת של השירות מסביב נדירה, ויסמין ומוריה ממש מקסימות. מומלץ בחום",לפני 2 שנים,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%91%D7%AA+%D7%99%D7%9D+-+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%91%D7%AA+%D7%99%D7%9D:+%D7%93%22%D7%A8+%D7%A2%D7%9E%D7%95%D7%A1+%D7%91%D7%95%D7%97%D7%A0%D7%99%D7%A7%E2%80%AD/data=!4m7!3m6!1s0x1502b3aea90af5ff:0xf1e1f112f3a3ffd8!8m2!3d32.0147904!4d34.763117!16s%2Fg%2F11k9kdtr9z!19sChIJ__UKqa6zAhUR2P-j8xLx4fE?authuser=0&hl=iw&rclk=1
"מרפאת שיניים בבת ים - רופא שיניים בבת ים: ד""ר עמוס בוחניק",גלית בטיש,5,"מרפאת השיניים של ד'ר בוחניק  בניהולה של הג' יסמין  הינו אחד מהמרפאות השירותיות שחויתי בשנים האחרונות , מאור פנים ואדיבות יחד עם מיקצועיות היה לי פחד מרופא שיניים ובכלל גם לביצוע שיננית , עם תמיכה ורגישות יכולתי לבצע את הטיפול השיננית אישה מדהימה ואכפתית , מקצועית ברמות על ד'ר בינדר הוא הנכס של המקום אין תחליף לרופא כזה ,  מיקצועי ועדין כך שלא מרגישים את הכאב מי שמפחד מרופאי השיניים , זה המקום להתנסות בו אנו לא תושבי חולון ומתאמצים להגיע עד למרפאה זו גם כשיש לנו מתחת לבית עד שלא מנסים לא יודעים",לפני 2 שנים,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%91%D7%AA+%D7%99%D7%9D+-+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%91%D7%AA+%D7%99%D7%9D:+%D7%93%22%D7%A8+%D7%A2%D7%9E%D7%95%D7%A1+%D7%91%D7%95%D7%97%D7%A0%D7%99%D7%A7%E2%80%AD/data=!4m7!3m6!1s0x1502b3aea90af5ff:0xf1e1f112f3a3ffd8!8m2!3d32.0147904!4d34.763117!16s%2Fg%2F11k9kdtr9z!19sChIJ__UKqa6zAhUR2P-j8xLx4fE?authuser=0&hl=iw&rclk=1
מרפאת שיניים בחולון | מרפאות אלון | רופא שיניים בחולון,תמר הודיה רז,5,"ממליצה בחום!!! היחס, השירות והמקצועיות ברמה מאוד גבוהה אני ובעלי לקוחות מרוצים כבר הרבה שנים",לפני חודש,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%97%D7%95%D7%9C%D7%95%D7%9F+%7C+%D7%9E%D7%A8%D7%A4%D7%90%D7%95%D7%AA+%D7%90%D7%9C%D7%95%D7%9F+%7C+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%97%D7%95%D7%9C%D7%95%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x1502b3320a3ff075:0xf14f1fb68337ce07!8m2!3d32.0180565!4d34.7636312!16s%2Fg%2F11hz8rw062!19sChIJdfA_CjKzAhURB843g7YfT_E?authuser=0&hl=iw&rclk=1
מרפאת שיניים בחולון | מרפאות אלון | רופא שיניים בחולון,ירדנה צמח,5,מרפאת שיניים אלון הכי מומלצת שיש...יחס  אישי מדהים שלא קיים בכל מקום...מיכשור מיתקגם....מינימום כאבים...יוצאת עם חיוך  ששווה לפרסם...מומלץ להגיע  ....לא תיתאכזבו,לפני 3 שבועות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%97%D7%95%D7%9C%D7%95%D7%9F+%7C+%D7%9E%D7%A8%D7%A4%D7%90%D7%95%D7%AA+%D7%90%D7%9C%D7%95%D7%9F+%7C+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%97%D7%95%D7%9C%D7%95%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x1502b3320a3ff075:0xf14f1fb68337ce07!8m2!3d32.0180565!4d34.7636312!16s%2Fg%2F11hz8rw062!19sChIJdfA_CjKzAhURB843g7YfT_E?authuser=0&hl=iw&rclk=1
מרפאת שיניים בחולון | מרפאות אלון | רופא שיניים בחולון,שלמה מחלוף,5,הייתי בהרבה מרפאות שיניים אבל מרפאת שיניים אלון הבי טובים פשוט מדהימים יחס נפלא טיפולים מורכבים מאד נעשים במקצועיות מדהימה במינימום כאבים הסברים מפורטים ונגישות בכל זמן אני אדם דתי ואהבתי ששם שמיים שגור בפי הצוות פשוט מקום מדהים ו...עברתי הרבה בשיניים מומלץ מאד מאד מרפאת שיניים הבי טובה שיש,לפני חודש,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%97%D7%95%D7%9C%D7%95%D7%9F+%7C+%D7%9E%D7%A8%D7%A4%D7%90%D7%95%D7%AA+%D7%90%D7%9C%D7%95%D7%9F+%7C+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%97%D7%95%D7%9C%D7%95%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x1502b3320a3ff075:0xf14f1fb68337ce07!8m2!3d32.0180565!4d34.7636312!16s%2Fg%2F11hz8rw062!19sChIJdfA_CjKzAhURB843g7YfT_E?authuser=0&hl=iw&rclk=1
בתימון - כללית סמייל - בת ים,TheElad,0,"קבעתי תור חצי שנה מראש לשיננית, כשהגעתי נאמר לי שהתור בוטל כי השיננית לא נמצאת. כששאלתי מדוע לא שלחו לי הודעה לא להגיע, נאמר שהם לא שולחים הודעות. ככה יצא שבזבזתי חצי יום עבודה , שילמתי על חניה רק כדי להגיע ולגלות שהשיננית בכלל לא מצאת ואף אחד לא באמת חשב שזה חשוב מספיק להודיע. שירות תת רמה.",לפני חודשיים,https://www.google.com/maps/place/%D7%91%D7%AA%D7%99%D7%9E%D7%95%D7%9F+-+%D7%9B%D7%9C%D7%9C%D7%99%D7%AA+%D7%A1%D7%9E%D7%99%D7%99%D7%9C+-+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b36d2cd8b29b:0x56c45b67ef011684!8m2!3d32.0123702!4d34.7520387!16s%2Fg%2F12hkmwg1v!19sChIJm7LYLG2zAhURhBYB72dbxFY?authuser=0&hl=iw&rclk=1
בתימון - כללית סמייל - בת ים,יואל צפניה,0,המנהלת סניף שם מזלזלת בכל המטופלים רמת שירות הכי גרועה שניתקלתי בחיי.ובנוסף באתי לשם לבדיקה סטטוס הרופא אמר יש 2 חורים. אני מגיע אחרי שבועיים לטיפולים אצל הרופאה אינגה מצאה לי לפחות 10 חורים. למי להאמין?? וגם השירות שלה מאוד מתנשא. ידוע שהתורים ארוכים בכל מקום לכו למקום אחר שנותן יחס אנוש ולא מזלזל.,לפני 4 חודשים,https://www.google.com/maps/place/%D7%91%D7%AA%D7%99%D7%9E%D7%95%D7%9F+-+%D7%9B%D7%9C%D7%9C%D7%99%D7%AA+%D7%A1%D7%9E%D7%99%D7%99%D7%9C+-+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b36d2cd8b29b:0x56c45b67ef011684!8m2!3d32.0123702!4d34.7520387!16s%2Fg%2F12hkmwg1v!19sChIJm7LYLG2zAhURhBYB72dbxFY?authuser=0&hl=iw&rclk=1
בתימון - כללית סמייל - בת ים,Natalie Avshalom,0,"החוויה שלי בכללית סמייל בת־ימון הייתה קשה מאוד. המנהלת וצוות הקבלה מתנהלים בחוסר מקצועיות קיצוני וחוסר כבוד למטופלים! במקום לעזור יוצרים תחושת השפלה וחוסר אכפתיות. מעולם לא נתקלתי ביחס כזה במרפאה! יחס מתחת לכל ביקורת, לא שירותי, ותוקפני.  חשוב לציין שהשיננית והרופאים היו אדיבים ומקצועיים מאוד, וחבל שהחוויה הכללית נהרסת רק בגלל ההתנהלות של הצוות האדמיניסטרטיבי! ממליצה לשקול היטב לפני שמגיעים לכאן, עד שתהיה התנהלות מכבדת וראויה מצד ההנהלה והקבלה.",לפני 4 חודשים,https://www.google.com/maps/place/%D7%91%D7%AA%D7%99%D7%9E%D7%95%D7%9F+-+%D7%9B%D7%9C%D7%9C%D7%99%D7%AA+%D7%A1%D7%9E%D7%99%D7%99%D7%9C+-+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b36d2cd8b29b:0x56c45b67ef011684!8m2!3d32.0123702!4d34.7520387!16s%2Fg%2F12hkmwg1v!19sChIJm7LYLG2zAhURhBYB72dbxFY?authuser=0&hl=iw&rclk=1
מ.ר.ב - כללית סמייל - בת ים,שמעון,0,"הצוות שם כולו היה אדיב במיוחד, רק חבל שמהיום שמבקרים במרפאה המקומית עד שמגיעים לשם לטיפול לוקח המון המון זמן שהילד עם כאבים בלילות ואין עם מי לדבר כי בכללית סמייל כמעט אין מענה רק לאחר המתנה מרובה עוברים למוקד הודעות וחוזרים אליך תוך שלושה ימים (תבדקו את חוקיות הנוהל הזה בנתינת שירות חיוני רפואי) וסוף סוף חיפשו אותך ולא היית זמין ואין למי לחזור, וגם כשהשגת מישהו התורים ארוכים, (נתנו לי בבלינסון 18 חודש לילד מיוחד עם טיפולי שורש). מה שמעניין שכולם יוצאים משם עם כ10 טיפולים כתרים ועוד אפי' שבמרפאה  דיברו על אחד שתיים. התשובה שלהם לכולם תראו, מצטערים.... נא לפנות לפניות הציבור של כללית סמייל....., לאחר פנייה אני ממליץ לפנות גם למשרד הבריאות ולמבקר המדינה, בהקשר לזמינות המענה בטלפון (מוקד הודעות)וחזרה תוך 3 ימים (לא שעות) , וכן כדאי לבדוק אם ניתן לקבל את הצילומים בשביל להבין איך כולם מקבלים טיפול מסור עם כ""כ כתרים מה שלא ידעו להגיד במרפאה.",לפני שבוע,https://www.google.com/maps/place/%D7%9E.%D7%A8.%D7%91+-+%D7%9B%D7%9C%D7%9C%D7%99%D7%AA+%D7%A1%D7%9E%D7%99%D7%99%D7%9C+-+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b3391bc45c51:0x32c5887e1b7d143b!8m2!3d32.0280798!4d34.7483397!16s%2Fg%2F1pp2tgw79!19sChIJUVzEGzmzAhUROxR9G36IxTI?authuser=0&hl=iw&rclk=1
מ.ר.ב - כללית סמייל - בת ים,Etty Abramov,0,"פשוט זוועה. מחכה חודשיים שמישהו יואיל בטובו להביא תור לילד שלי להרדמה. כשמתקשרים אין בכלל מענה רק נציגה שמשאירה הודעות חוזרים אחרי שלושה ימים וגם אז מורחים אותך שאין מספיק מסמכים כל פעם משהוו אחר, כבר חודשיים ואף אחד לא מוכן להביא שאני והילד לא ישנים. אנחנו הולכים עכשיו עד לשם מרחוק רק כדיי לדרוש שסוף סוף מישהו יתייחס אלינו. פשוט בושה בושה בושה !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",לפני 5 חודשים,https://www.google.com/maps/place/%D7%9E.%D7%A8.%D7%91+-+%D7%9B%D7%9C%D7%9C%D7%99%D7%AA+%D7%A1%D7%9E%D7%99%D7%99%D7%9C+-+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b3391bc45c51:0x32c5887e1b7d143b!8m2!3d32.0280798!4d34.7483397!16s%2Fg%2F1pp2tgw79!19sChIJUVzEGzmzAhUROxR9G36IxTI?authuser=0&hl=iw&rclk=1
