name,address,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,easy_url,easy_score,easy_review_count,google_review_count,facebook_review_count,madreviews_count,doctor_count,staff_count,site_score,comments
ד״ר דוד קצמן,"
השר שפירא 6, בת ים",בת ים,054-433-0895,,5.0,6,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%93%D7%B4%D7%A8+%D7%93%D7%95%D7%93+%D7%A7%D7%A6%D7%9E%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x1502b37b16519d51:0x5b879bfc46a15879!8m2!3d32.0164487!4d34.7430352!16s%2Fg%2F11lf8ks00c!19sChIJUZ1RFnuzAhUReVihRvybh1s?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:13:50.668251,,,,,,,,,,,,0,No website
סיטידנט בת ים - רשת מכוני צילומי שיניים,"
ירושלים 31, בת ים",בת ים,03-507-0704,https://www.ct-dent.co.il/?utm_source=gmb&utm_medium=site&utm_campaign=batyam,1.8,19,צילום שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%A1%D7%99%D7%98%D7%99%D7%93%D7%A0%D7%98+%D7%91%D7%AA+%D7%99%D7%9D+-+%D7%A8%D7%A9%D7%AA+%D7%9E%D7%9B%D7%95%D7%A0%D7%99+%D7%A6%D7%99%D7%9C%D7%95%D7%9E%D7%99+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4cbc77d0ca45:0xe7edd66900db6712!8m2!3d32.0259452!4d34.7464947!16s%2Fg%2F1pty0f88y!19sChIJRcrQd7xMHRUREmfbAGnW7ec?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:02.269391,,,,,,,,,,,,9,Has online booking; No social media
Stomatology of Sasha רופא שיניים סאשה,"
רוטשילד 48, בת ים",בת ים,,,4.6,,רופא שיניים,24 מרפאת שיניים שעות Dr.Serebrinski Roman·4.6 כוכבים·9 ביקורות·מרפאת שיניים,https://www.google.com/maps/place/Stomatology+of+Sasha+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A1%D7%90%D7%A9%D7%94%E2%80%AD/data=!4m7!3m6!1s0x1502b37adf4bd175:0xce9316fb592dc68f!8m2!3d32.0271526!4d34.7509106!16s%2Fg%2F11n76_v1dq!19sChIJddFL33qzAhURj8YtWfsWk84?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:05.286435,,,,,,,,,,,,0,No website
פאנו סיטי,"
שדרות העצמאות 50, בת ים",בת ים,03-659-8868,,4.9,11,צילום שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%A4%D7%90%D7%A0%D7%95+%D7%A1%D7%99%D7%98%D7%99%E2%80%AD/data=!4m7!3m6!1s0x1502b33ee9f1fdf5:0xe82b413079e85fea!8m2!3d32.025242!4d34.7482251!16s%2Fg%2F11h51k2rf_!19sChIJ9f3x6T6zAhUR6l_oeTBBK-g?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:08.972530,,,,,,,,,,,,0,No website
"ד""ר בינדר גנדי","
יוספטל 25, בת ים",בת ים,054-473-3059,,1.0,,רופא שיניים,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%91%D7%99%D7%A0%D7%93%D7%A8+%D7%92%D7%A0%D7%93%D7%99%E2%80%AD/data=!4m7!3m6!1s0x1502b31729482b39:0xdb978c1dd2ebe8d1!8m2!3d32.0183869!4d34.7433042!16s%2Fg%2F1tfn65kg!19sChIJOStIKRezAhUR0ejr0h2Ml9s?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:13.204452,,,,,,,,,,,,0,No website
"ד""ר פוסטלניק אלה","
בר אילן 29, בת ים",בת ים,03-551-9290,,5.0,,רופא,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A4%D7%95%D7%A1%D7%98%D7%9C%D7%A0%D7%99%D7%A7+%D7%90%D7%9C%D7%94%E2%80%AD/data=!4m7!3m6!1s0x1502b313b66cd3ef:0x3090f38b3074ac3c!8m2!3d32.0145264!4d34.7479241!16s%2Fg%2F11h7s45g91!19sChIJ79NsthOzAhURPKx0MIvzkDA?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:16.564379,,,,,,,,,,,,0,No website
מרפאת שיניים ד''ר בורוכוב ברוך,"
סוקולוב 12, חולון",חולון,03-651-5839,http://dr-borohov.com/,5.0,14,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%27%27%D7%A8+%D7%91%D7%95%D7%A8%D7%95%D7%9B%D7%95%D7%91+%D7%91%D7%A8%D7%95%D7%9A%E2%80%AD/data=!4m7!3m6!1s0x1502b35c19a1c1c9:0xc515f1fd6e2aafea!8m2!3d32.0230345!4d34.7714035!16s%2Fg%2F11pwy21hg4!19sChIJycGhGVyzAhUR6q8qbv3xFcU?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:21.072017,,,,,,,,,,30,2,6,Has online booking; Large team (30 doctors); No social media
"ד""ר פנסנקו קונסטנטין","
בלפור 42, בת ים, 4622612",בת ים,03-658-2724,,4.7,3,רופא שיניים,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A4%D7%A0%D7%A1%D7%A0%D7%A7%D7%95+%D7%A7%D7%95%D7%A0%D7%A1%D7%98%D7%A0%D7%98%D7%99%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x1502b33c3f9ca33f:0x3b138e23d174b3c9!8m2!3d32.0260401!4d34.7450101!16s%2Fg%2F1tw_qgn0!19sChIJP6OcPzyzAhURybN00SOOEzs?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:25.308495,,,,,,,,,,,,0,No website
"כללית רפואה משלימה, בת ים","
ארלוזורוב 31, בת ים",בת ים,,,5.0,,מרפאת שיניים,,"https://www.google.com/maps/place/%D7%9B%D7%9C%D7%9C%D7%99%D7%AA+%D7%A8%D7%A4%D7%95%D7%90%D7%94+%D7%9E%D7%A9%D7%9C%D7%99%D7%9E%D7%94,+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b33c4fe0dcf9:0x5dc2d227ebd7d1bb!8m2!3d32.025798!4d34.7444!16s%2Fg%2F11h7s4c8rm!19sChIJ-dzgTzyzAhURu9HX6yfSwl0?authuser=0&hl=iw&rclk=1",מרפאת שיניים חולון בת ים,2026-02-22T19:14:29.525627,,,,,,,,,,,,0,No website
מרפאת שיניים בחולון סידא דנט - השתלות שיניים - השתלת שיניים ביום אחד,"
סוקולוב 84, חולון",חולון,072-392-2265,https://www.sidhedent.co.il/,4.8,12,רופא שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%97%D7%95%D7%9C%D7%95%D7%9F+%D7%A1%D7%99%D7%93%D7%90+%D7%93%D7%A0%D7%98+-+%D7%94%D7%A9%D7%AA%D7%9C%D7%95%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+-+%D7%94%D7%A9%D7%AA%D7%9C%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%99%D7%95%D7%9D+%D7%90%D7%97%D7%93%E2%80%AD/data=!4m7!3m6!1s0x1502b4a8a39d5857:0x83d8aee257e5f0a8!8m2!3d32.0224689!4d34.7782552!16s%2Fg%2F1hm4mf1zf!19sChIJV1ido6i0AhURqPDlV-Ku2IM?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:33.730323,https://he-il.facebook.com/sidhedent/,,,,,,,,,6,16,10,Has online booking; Large team (6 doctors); Facebook only
מור יוסף,"
שדרות העצמאות 59, בת ים",בת ים,03-658-0340,,4.7,,רופא שיניים,,https://www.google.com/maps/place/%D7%9E%D7%95%D7%A8+%D7%99%D7%95%D7%A1%D7%A3%E2%80%AD/data=!4m7!3m6!1s0x1502b312412a4c39:0x27d43c60f389cab!8m2!3d32.02647!4d34.7479823!16s%2Fg%2F11b6vjf34d!19sChIJOUwqQRKzAhURq5w4D8ZDfQI?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:37.558742,,,,,,,,,,,,0,No website
"אספה מרפאת שיניים בע""מ","
חיים לנדאו 16, חולון, 5867025",חולון,03-554-0024,https://www.d.co.il/80007743/32060/,4.0,7,רופא שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%90%D7%A1%D7%A4%D7%94+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%A2%22%D7%9E%E2%80%AD/data=!4m7!3m6!1s0x1502b379af6580e9:0xaeb2fa6c9519e439!8m2!3d31.9989933!4d34.7654923!16s%2Fg%2F1tjp9s_q!19sChIJ6YBlr3mzAhUROeQZlWz6sq4?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:41.545342,https://www.facebook.com/d.co.il,https://www.instagram.com/dapey.zahav/,,,,,,,,,2,9,
י.ד דנטל סרוויס,"
שדרות דב הוז 65, חולון",חולון,054-480-9088,https://www.b144.co.il/B144_sip/4A1404134470655D4C10001B4479655541.aspx,5.0,,רופא שיניים קוסמטי,שעות פעילות,https://www.google.com/maps/place/%D7%99.%D7%93+%D7%93%D7%A0%D7%98%D7%9C+%D7%A1%D7%A8%D7%95%D7%95%D7%99%D7%A1%E2%80%AD/data=!4m7!3m6!1s0x1502b3d42e9a89e5:0x703e57ab5a7ff0e6!8m2!3d32.0232285!4d34.7631269!16s%2Fg%2F11rn78_dfs!19sChIJ5YmaLtSzAhUR5vB_WqtXPnA?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:46.205046,https://www.facebook.com/b144.co.il/,https://www.instagram.com/b144.co.il/,,,,,,,,,,10,Has online booking
Стоматологическая клиника доктора Островского,"
הרב ניסנבאום 33, בת ים",בת ים,052-912-2882,https://implant-center.co.il/ru/,4.6,28,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D0%A1%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F+%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0+%D0%B4%D0%BE%D0%BA%D1%82%D0%BE%D1%80%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE/data=!4m7!3m6!1s0x1502b36d2befd95f:0x90d067074aabdcdf!8m2!3d32.0123923!4d34.7520464!16s%2Fg%2F11dfj0gpmp!19sChIJX9nvK22zAhUR39yrSgdn0JA?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:50.510774,https://www.facebook.com/implant.center.co.il,,,,,,,,,,,7,Has online booking; Facebook only
"ד""ר מארק מושבי","
ששת הימים 24, בת ים",בת ים,,,5.0,,רופא שיניים,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%9E%D7%90%D7%A8%D7%A7+%D7%9E%D7%95%D7%A9%D7%91%D7%99%E2%80%AD/data=!4m7!3m6!1s0x1502b3152ca7cd53:0x37d75820f6180d9a!8m2!3d32.0182258!4d34.7519347!16s%2Fg%2F11mv_5j2rd!19sChIJU82nLBWzAhURmg0Y9iBY1zc?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:54.975347,,,,,,,,,,,,0,No website
President - dental clinic,"
מסריק 22, בת ים",בת ים,03-506-3267,http://israelbusinessguide.com/catalog/bat-yam/president--dental_clinic_bat-yam/,5.0,,מרפאת שיניים,24 מרפאת שיניים שעות Dr.Serebrinski Roman·4.6 כוכבים·9 ביקורות·מרפאת שיניים,https://www.google.com/maps/place/President+-+dental+clinic/data=!4m7!3m6!1s0x1502b319d569a39d:0x72bca8a54b91cc93!8m2!3d32.0212681!4d34.7408711!16s%2Fg%2F11dfh_wtkw!19sChIJnaNp1RmzAhURk8yRS6WovHI?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:14:59.230431,https://www.facebook.com/groups/israelbusinessguide/,,,,,,,,,,,7,Facebook only
שן ניב - מעבדת שיניים,"
הרב עוזיאל 26, בת ים",בת ים,076-810-8124,https://www.b144.co.il/B144_sip/4A1404134470655D4C100C134674655D4F.aspx,5.0,,מעבדת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%A9%D7%9F+%D7%A0%D7%99%D7%91+-+%D7%9E%D7%A2%D7%91%D7%93%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b34a0fd5ace7:0x6bc5996be3378dab!8m2!3d32.0220052!4d34.7491228!16s%2Fg%2F11nx1xrz66!19sChIJ56zVD0qzAhURq40342uZxWs?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:02.630328,https://www.facebook.com/b144.co.il/,https://www.instagram.com/b144.co.il/,,,,,,,,,,9,Has online booking
דנט פרופ Advanced Dentistry & Aesthetics Clinic,"
רוטשילד 66, ראשון לציון, 7522305",ראשון לציון,053-388-3827,,,,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%93%D7%A0%D7%98+%D7%A4%D7%A8%D7%95%D7%A4+Advanced+Dentistry+%26+Aesthetics+Clinic%E2%80%AD/data=!4m7!3m6!1s0x1502b392b3626be9:0x793b39819cc1facf!8m2!3d32.0270722!4d34.7476631!16s%2Fg%2F11ys9z9jrz!19sChIJ6Wtis5KzAhURz_rBnIE5O3k?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:07.067325,,,,,,,,,,,,0,No website
אור השן בת ים - רשת מכוני צילומי שיניים,"
קדושי קהיר 17, בת ים, 5938323",בת ים,073-398-0266,https://or-hashen.co.il/,2.0,8,צילום שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%90%D7%95%D7%A8+%D7%94%D7%A9%D7%9F+%D7%91%D7%AA+%D7%99%D7%9D+-+%D7%A8%D7%A9%D7%AA+%D7%9E%D7%9B%D7%95%D7%A0%D7%99+%D7%A6%D7%99%D7%9C%D7%95%D7%9E%D7%99+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b3973986aff7:0x3964624e6e93e58a!8m2!3d32.0254346!4d34.7465899!16s%2Fg%2F11fmvbwyzy!19sChIJ96-GOZezAhURiuWTbk5iZDk?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:11.473918,,,,,,,,,,,,9,Has online booking; No social media
"ד""ר שגיא יורש","
ז׳בוטיסקי 19, בת ים",בת ים,03-659-8028,,5.0,2,רופא שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A9%D7%92%D7%99%D7%90+%D7%99%D7%95%D7%A8%D7%A9%E2%80%AD/data=!4m7!3m6!1s0x1502b317b241f8d1:0xebedd33cc732d39b!8m2!3d32.0213432!4d34.7434014!16s%2Fg%2F11b6vfd6n7!19sChIJ0fhBshezAhURm9MyxzzT7es?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:16.134013,,,,,,,,,,,,0,No website
DentKrav,"
ירושלים 20 St, 20א, בת ים, 5937502",בת ים,058-785-6665,,4.9,,רופא שיניים,שעות פעילות,https://www.google.com/maps/place/DentKrav/data=!4m7!3m6!1s0x1502b38d6cc95331:0x9d16e834424673f2!8m2!3d32.0247225!4d34.7438305!16s%2Fg%2F11qpwmjc3r!19sChIJMVPJbI2zAhUR8nNGQjToFp0?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:19.584446,,,,,,,,,,,,0,No website
מרפאת שיניים ד״ר יגאל ודנה המאירי,"
כיכר וייצמן 21, חולון, 5832411",חולון,03-504-1701,https://www.hameiriy.co.il/,5.0,6,רופא שיניים,,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%D7%B4%D7%A8+%D7%99%D7%92%D7%90%D7%9C+%D7%95%D7%93%D7%A0%D7%94+%D7%94%D7%9E%D7%90%D7%99%D7%A8%D7%99%E2%80%AD/data=!4m7!3m6!1s0x1502b3322673e27b:0xc56dbe224a7d3c44!8m2!3d32.0219644!4d34.7739876!16s%2Fg%2F11q3lwns3k!19sChIJe-JzJjKzAhURRDx9SiK-bcU?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:23.166539,,,,,,,,,,14,1,6,Large team (14 doctors); No social media
חוט אורתודונטי בת ים,"
הרב ניסנבאום 33, בת ים, 5962025",בת ים,03-552-6131,,5.0,,רופא שיניים,,https://www.google.com/maps/place/%D7%97%D7%95%D7%98+%D7%90%D7%95%D7%A8%D7%AA%D7%95%D7%93%D7%95%D7%A0%D7%98%D7%99+%D7%91%D7%AA+%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x1502b312d4155555:0x19300d2e61bb8e2a!8m2!3d32.012685!4d34.751727!16s%2Fg%2F11hzv4w1kx!19sChIJVVUV1BKzAhURKo67YS4NMBk?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:26.179690,,,,,,,,,,,,0,No website
מרפאת שיניים ביאצה,"
אחד במאי 10, חולון",חולון,03-504-0827,,3.1,11,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%99%D7%90%D7%A6%D7%94%E2%80%AD/data=!4m7!3m6!1s0x1502b38334408b59:0x31dec48aa51c841!8m2!3d32.022055!4d34.7695137!16s%2Fg%2F11fjzbfqt3!19sChIJWYtANIOzAhURQchRqkjsHQM?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:30.008843,,,,,,,,,,,,0,No website
ד״ר אדלה שניידר,"
בלפור 149, בת ים",בת ים,055-306-3364,https://newageclinic.wixsite.com/newage,5.0,2,קליניקה לטיפוח העור,שעות פעילות,https://www.google.com/maps/place/%D7%93%D7%B4%D7%A8+%D7%90%D7%93%D7%9C%D7%94+%D7%A9%D7%A0%D7%99%D7%99%D7%93%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x1502b30fddbbdf1f:0x6c38433db29f9b73!8m2!3d32.0129734!4d34.7424251!16s%2Fg%2F11f1jwvlgx!19sChIJH9-73Q-zAhURc5ufsj1DOGw?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:33.236412,https://www.facebook.com/newageesthetics,,,,,,,,,1,,7,Has online booking; Single practitioner; Facebook only
Стоматологическая клиника доктора Владимира в Бат Яме,"
הרצל 76, בת ים, 5945413",בת ים,03-506-3550,https://drvladimir.co.il/,1.0,,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D0%A1%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F+%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0+%D0%B4%D0%BE%D0%BA%D1%82%D0%BE%D1%80%D0%B0+%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%B0+%D0%B2+%D0%91%D0%B0%D1%82+%D0%AF%D0%BC%D0%B5/data=!4m7!3m6!1s0x1502b3142b6c7aeb:0xf633d87d8ac1b8f3!8m2!3d32.0196226!4d34.7434806!16s%2Fg%2F11rtf7t4bx!19sChIJ63psKxSzAhUR87jBin3YM_Y?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:36.652971,,,,,,,,,,,,5,No social media
המרכז הרפואי לבריאות הנפש יהודה אברבנאל,"
קרן קימת 15, בת ים",בת ים,03-555-2626,https://www.gov.il/he/departments/mental-health-center-abarbanel/govil-landing-page,2.7,82,בית חולים פסיכיאטרי,שעות פעילות,https://www.google.com/maps/place/%D7%94%D7%9E%D7%A8%D7%9B%D7%96+%D7%94%D7%A8%D7%A4%D7%95%D7%90%D7%99+%D7%9C%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA+%D7%94%D7%A0%D7%A4%D7%A9+%D7%99%D7%94%D7%95%D7%93%D7%94+%D7%90%D7%91%D7%A8%D7%91%D7%A0%D7%90%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x1502b345d2e646b3:0x7a0fff37ae88b4!8m2!3d32.0256957!4d34.7575013!16s%2Fg%2F1n3dw5dgp!19sChIJs0bm0kWzAhURtIiuN_8PegA?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:39.922874,https://www.facebook.com/profile.php?id=61558157651705&locale=he_IL,,,,,,,,,,,9,Has online booking; Facebook only
"חיוך פור יו בע""מ","
ירושלים 69, בת ים",בת ים,03-508-1212,,4.0,,רופא שיניים,,https://www.google.com/maps/place/%D7%97%D7%99%D7%95%D7%9A+%D7%A4%D7%95%D7%A8+%D7%99%D7%95+%D7%91%D7%A2%22%D7%9E%E2%80%AD/data=!4m7!3m6!1s0x1502b347474060bd:0xa31fe377c45d4850!8m2!3d32.0259818!4d34.7532255!16s%2Fg%2F1thkp13_!19sChIJvWBAR0ezAhURUEhdxHfjH6M?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:43.395336,,,,,,,,,,,,0,No website
ד''ר אילון יעל,"
רוטשילד 39, בת ים",בת ים,03-506-1933,https://vetrinarit.info/,4.9,193,וטרינר,שעות פעילות,https://www.google.com/maps/place/%D7%93%27%27%D7%A8+%D7%90%D7%99%D7%9C%D7%95%D7%9F+%D7%99%D7%A2%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x1502b338dd9c63f5:0x3b19b56c165b3245!8m2!3d32.0274402!4d34.7493985!16s%2Fg%2F11c2k6y5gv!19sChIJ9WOc3TizAhURRTJbFmy1GTs?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:47.714580,,,,,,,,,,8,,7,Large team (8 doctors); No social media
"ד""ר טבדיס גרי","
הרצל 44, בת ים",בת ים,03-506-3982,,1.0,,מרפאת שיניים,,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%98%D7%91%D7%93%D7%99%D7%A1+%D7%92%D7%A8%D7%99%E2%80%AD/data=!4m7!3m6!1s0x1502b33d0483422f:0xc1384484e4598e30!8m2!3d32.0252882!4d34.7431324!16s%2Fg%2F1td2pqf8!19sChIJL0KDBD2zAhURMI5Z5IREOME?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:51.416996,,,,,,,,,,,,0,No website
"מרפאת שיניים ד""ר חיימוב","
פינת, מזא""ה 3, חולון",חולון,03-504-3272,,4.6,9,מרפאת שיניים,,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%97%D7%99%D7%99%D7%9E%D7%95%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4c8251d3eb69:0x42918c3c44ca9dab!8m2!3d32.0230083!4d34.7736666!16s%2Fg%2F11hzzx1000!19sChIJaevTUYJMHRURq53KRDyMkUI?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:15:56.371292,,,,,,,,,,,,0,No website
רופא שיניים בחולון,"
סוקולוב 84, חולון",חולון,,https://www.t.co.il/556-s445-%D7%A8%D7%95%D7%A4%D7%90%D7%99+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%97%D7%95%D7%9C%D7%95%D7%9F.html,3.9,,רופא שיניים,,https://www.google.com/maps/place/%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%97%D7%95%D7%9C%D7%95%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x1502b4a8a1f8542b:0xdf69ad3028129324!8m2!3d32.0224689!4d34.7782552!16s%2Fg%2F11fmvl1pm_!19sChIJK1T4oai0AhURJJMSKDCtad8?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:16:00.863459,https://www.facebook.com/www.t.co.il/,https://www.instagram.com/topper_il/,,,,,,,,,5,10,Has online booking
"מרפאת שיניים ד""ר מורד","
סוקולוב 129, חולון",חולון,03-503-0787,http://www.drmorad.co.il/,5.0,,מרפאת שיניים,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%9E%D7%95%D7%A8%D7%93%E2%80%AD/data=!4m7!3m6!1s0x1502b4b0297edc21:0xc48913be9c8b3a1e!8m2!3d32.0222472!4d34.7852123!16s%2Fg%2F1td8fr7k!19sChIJIdx-KbC0AhURHjqLnL4TicQ?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:16:04.539822,https://www.facebook.com/doctor.morad,,,,,,,,,6,2,6,Has online booking; Large team (6 doctors); Facebook only
מעבדת שיניים סמיון רובינוב,"
צאלים 26, חולון",חולון,052-643-0843,,5.0,,שיקום הפה,שעות פעילות,https://www.google.com/maps/place/%D7%9E%D7%A2%D7%91%D7%93%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A1%D7%9E%D7%99%D7%95%D7%9F+%D7%A8%D7%95%D7%91%D7%99%D7%A0%D7%95%D7%91%E2%80%AD/data=!4m7!3m6!1s0x1502b3f139d12061:0xab3d180e013c941b!8m2!3d32.0210181!4d34.762833!16s%2Fg%2F11h9p5plg2!19sChIJYSDROfGzAhURG5Q8AQ4YPas?authuser=0&hl=iw&rclk=1,מרפאת שיניים חולון בת ים,2026-02-22T19:16:08.098774,,,,,,,,,,,,0,No website
