segment,segment_name,name,address,city,state,phone,website,rating,review_count,categories,hours,google_maps_url,neighborhood,has_website,search_term,vertical,scraped_at,place_id
4b,No Website + Good,B & E Garage,"2025 Campbell Rd, Houston, TX 77080",Houston,Texas,(713) 461-7613,,4.7,88,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=B%20%26%20E%20Garage&query_place_id=ChIJy1kES_zEQIYRtct2A_15FXo,Spring Branch North,no,auto repair shop,auto_repair,2026-03-11T16:23:04.576Z,ChIJy1kES_zEQIYRtct2A_15FXo
4b,No Website + Good,Northwest Car Repair,"5914 W 34th St Unit J, Houston, TX 77092",Houston,Texas,(832) 763-7274,,4.7,31,Auto repair shop,,https://www.google.com/maps/search/?api=1&query=Northwest%20Car%20Repair&query_place_id=ChIJbUngOH_GQIYRLyxHaMqQXvA,Spring Branch East,no,auto repair shop,auto_repair,2026-03-11T16:23:04.576Z,ChIJbUngOH_GQIYRLyxHaMqQXvA
4b,No Website + Good,Rudy's Auto Repair,"6617 W Sam Houston Pkwy N, Houston, TX 77041",Houston,Texas,(713) 937-2400,,4.7,35,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Rudy's%20Auto%20Repair&query_place_id=ChIJcaRn4gLQQIYRO_r1Bcpf6LY,Rohrer Estates,no,auto repair shop,auto_repair,2026-03-11T16:23:04.576Z,ChIJcaRn4gLQQIYRO_r1Bcpf6LY
4b,No Website + Good,Elite Mobile Auto Electric LLC,"5607 W Earll Dr, Phoenix, AZ 85031",Phoenix,Arizona,(602) 688-0891,,4.7,88,Auto repair shop,Monday: 9 AM to 4 PM | Tuesday: 9 AM to 4 PM | Wednesday: 9 AM to 4 PM | Thursday: 9 AM to 4 PM | Friday: 9 AM to 4 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Elite%20Mobile%20Auto%20Electric%20LLC&query_place_id=ChIJc6mquFIVK4cRD8jy_wXpbsY,Maryvale Village,no,auto repair shop,auto_repair,2026-03-11T16:22:19.723Z,ChIJc6mquFIVK4cRD8jy_wXpbsY
4b,No Website + Good,Wheel Master,"7440 W Van Buren St, Phoenix, AZ 85043",Phoenix,Arizona,(623) 478-8063,,4.7,993,Used tire shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 7 PM | Wednesday: 8 AM to 7 PM | Thursday: 8 AM to 7 PM | Friday: 8 AM to 7 PM | Saturday: 8 AM to 7 PM | Sunday: 8 AM to 6 PM,https://www.google.com/maps/search/?api=1&query=Wheel%20Master&query_place_id=ChIJcfixcZkVK4cRZ3xAiPXLooM,Estrella Village,no,auto repair shop,auto_repair,2026-03-11T16:22:23.947Z,ChIJcfixcZkVK4cRZ3xAiPXLooM
4b,No Website + Good,Simon's Auto Repair,"2220 W Camelback Rd, Phoenix, AZ 85015",Phoenix,Arizona,(602) 336-9807,,4.7,167,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 9 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Simon's%20Auto%20Repair&query_place_id=ChIJ2UP9KiUTK4cRitieWP3HV9k,Alhambra,no,auto repair shop,auto_repair,2026-03-11T16:22:25.632Z,ChIJ2UP9KiUTK4cRitieWP3HV9k
4b,No Website + Good,Cortez Auto Repair,"4420 S 16th St, Phoenix, AZ 85040",Phoenix,Arizona,(602) 695-5057,,4.7,25,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: Closed | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Cortez%20Auto%20Repair&query_place_id=ChIJ_9AMU9UPK4cRjDXplr4Xn2s,Pomona Place,no,auto repair shop,auto_repair,2026-03-11T16:22:29.219Z,ChIJ_9AMU9UPK4cRjDXplr4Xn2s
4b,No Website + Good,Back To Basic Automotive,"918 W Jefferson St, Phoenix, AZ 85007",Phoenix,Arizona,(602) 253-7550,,4.7,165,Auto repair shop,Monday: 7 AM to 5 PM | Tuesday: 7 AM to 5 PM | Wednesday: 7 AM to 5 PM | Thursday: 7 AM to 5 PM | Friday: 7 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Back%20To%20Basic%20Automotive&query_place_id=ChIJ_XBJNS8SK4cR-JhlgGCPcSI,Governmental Mall,no,auto repair shop,auto_repair,2026-03-11T16:22:30.437Z,ChIJ_XBJNS8SK4cR-JhlgGCPcSI
4b,No Website + Good,Diesel Performance Center,"4014 W Van Buren St #1, Phoenix, AZ 85009",Phoenix,Arizona,(602) 269-5043,,4.7,28,"Diesel engine repair service, Truck repair shop",Monday: 7:30 AM to 5 PM | Tuesday: 7:30 AM to 5 PM | Wednesday: 7:30 AM to 5 PM | Thursday: 7:30 AM to 5 PM | Friday: 7:30 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Diesel%20Performance%20Center&query_place_id=ChIJySMj13QUK4cRhIrIZAo4cc8,Estrella Village,no,auto repair shop,auto_repair,2026-03-11T16:22:31.643Z,ChIJySMj13QUK4cRhIrIZAo4cc8
4b,No Website + Good,Lopez Auto Services LLC,"2813 E McDowell Rd, Phoenix, AZ 85008",Phoenix,Arizona,(602) 254-5220,,4.7,114,Auto repair shop,Monday: 7 AM to 5 PM | Tuesday: 7 AM to 5 PM | Wednesday: 7 AM to 5 PM | Thursday: 7 AM to 5 PM | Friday: 7 AM to 5 PM | Saturday: 7 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Lopez%20Auto%20Services%20LLC&query_place_id=ChIJWbGs4MINK4cRBnrarhptWLo,Central City,no,auto repair shop,auto_repair,2026-03-11T16:22:32.647Z,ChIJWbGs4MINK4cRBnrarhptWLo
4b,No Website + Good,Rivas Auto Express,"1 N 35th Ave #10, Phoenix, AZ 85009",Phoenix,Arizona,(602) 803-9579,,4.7,86,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Rivas%20Auto%20Express&query_place_id=ChIJHVvKg_ETK4cRr6Rz7lAxnTU,Wormsers,no,auto repair shop,auto_repair,2026-03-11T16:22:33.089Z,ChIJHVvKg_ETK4cRr6Rz7lAxnTU
4b,No Website + Good,Arizona Auto Service,"2032 W Buckeye Rd, Phoenix, AZ 85009",Phoenix,Arizona,(602) 253-5115,,4.7,19,"Auto repair shop, Auto parts store, Auto spring shop, Auto tune up service, Brake shop, Car inspection station, Car stereo store, Diesel engine repair service, Mechanic, Oil change service",Monday: 7:30 AM to 5:30 PM | Tuesday: 7:30 AM to 5:30 PM | Wednesday: 7:30 AM to 5:30 PM | Thursday: 7:30 AM to 5:30 PM | Friday: 7:30 AM to 5:30 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Arizona%20Auto%20Service&query_place_id=ChIJK513mH0RK4cR2AVlQN8NQ-0,Central City South,no,auto repair shop,auto_repair,2026-03-11T16:22:34.277Z,ChIJK513mH0RK4cR2AVlQN8NQ-0
4b,No Website + Good,Al's auto repair,"3822 S 7th St #2, Phoenix, AZ 85040",Phoenix,Arizona,(602) 980-7099,,4.7,14,Tire shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 8 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Al's%20auto%20repair&query_place_id=ChIJBXIjJc8RK4cR-PYwVxElXsI,South Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:34.756Z,ChIJBXIjJc8RK4cR-PYwVxElXsI
4b,No Website + Good,M D Automotive,"2006 E Monroe St, Phoenix, AZ 85034",Phoenix,Arizona,(602) 254-9720,,4.7,36,Auto repair shop,Monday: 8:30 AM to 5 PM | Tuesday: 8:30 AM to 5 PM | Wednesday: 8:30 AM to 5 PM | Thursday: 8:30 AM to 5 PM | Friday: 8:30 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=M%20D%20Automotive&query_place_id=ChIJzX_kff0NK4cRoScU-31sA0w,Central City,no,auto repair shop,auto_repair,2026-03-11T16:22:35.940Z,ChIJzX_kff0NK4cRoScU-31sA0w
4b,No Website + Good,Gill's Auto Repair,"2402 W Yavapai St A, Phoenix, AZ 85009",Phoenix,Arizona,(602) 819-8574,,4.7,30,Auto repair shop,Monday: 6:30 AM to 4:30 PM | Tuesday: 6:30 AM to 4:30 PM | Wednesday: 6:30 AM to 4:30 PM | Thursday: 6:30 AM to 4:30 PM | Friday: 6:30 AM to 4:30 PM | Saturday: 6:30 AM to 4:30 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Gill's%20Auto%20Repair&query_place_id=ChIJnQm-b2IRK4cRaa4S7aVowM0,Estrella Village,no,auto repair shop,auto_repair,2026-03-11T16:22:38.385Z,ChIJnQm-b2IRK4cRaa4S7aVowM0
4b,No Website + Good,Affordable German,"1510 W Broadway Rd, Phoenix, AZ 85041",Phoenix,Arizona,(602) 253-8889,,4.7,96,"Auto repair shop, Auto electrical service, Auto radiator repair service",Monday: 9 AM to 5 PM | Tuesday: 9 AM to 5 PM | Wednesday: 9 AM to 5 PM | Thursday: 9 AM to 5 PM | Friday: 9 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Affordable%20German&query_place_id=ChIJ5Z4V8qgRK4cRJ1-9oDNvJ4c,South Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:38.386Z,ChIJ5Z4V8qgRK4cRJ1-9oDNvJ4c
4b,No Website + Good,Cactus Automotive Repair And Marios Automotive,"9010 North 8th St, Phoenix, AZ 85020",Phoenix,Arizona,(602) 995-8494,,4.7,38,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Cactus%20Automotive%20Repair%20And%20Marios%20Automotive&query_place_id=ChIJB7oJxMISK4cRgwzB2cxHo8s,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:46.391Z,ChIJB7oJxMISK4cRgwzB2cxHo8s
4b,No Website + Good,Eris Auto Repair,"9229 N 11th Ave, Phoenix, AZ 85021",Phoenix,Arizona,,,4.7,15,Auto repair shop,Monday: 8 AM to 7 PM | Tuesday: 8 AM to 7 PM | Wednesday: 8 AM to 7 PM | Thursday: 8 AM to 7 PM | Friday: 8 AM to 7 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Eris%20Auto%20Repair&query_place_id=ChIJKYtjegBtK4cRWL4UVqBYlK8,Foothill Acres,no,auto repair shop,auto_repair,2026-03-11T16:22:46.391Z,ChIJKYtjegBtK4cRWL4UVqBYlK8
4b,No Website + Good,Toyo Legend Auto Repair,"9520 N 7th St, Phoenix, AZ 85020",Phoenix,Arizona,(602) 675-0567,https://www.facebook.com/p/Toyo-Legend-LLc-100064000336890/,4.7,32,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Toyo%20Legend%20Auto%20Repair&query_place_id=ChIJQTWn3VJtK4cRydxQZSybDz8,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:48.530Z,ChIJQTWn3VJtK4cRydxQZSybDz8
4b,No Website + Good,Suggs Automotive,"19610 N 37th Dr, Glendale, AZ 85308",Glendale,Arizona,(602) 820-0077,,4.7,93,"Auto repair shop, Auto air conditioning service, Auto body shop, Brake shop, Engine rebuilding service, Oil change service, Small engine repair service, Transmission shop",Monday: 7:30 AM to 5:30 PM | Tuesday: 7:30 AM to 5:30 PM | Wednesday: 7:30 AM to 5:30 PM | Thursday: 7:30 AM to 5:30 PM | Friday: 7:30 AM to 5:30 PM | Saturday: 8 AM to 12 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Suggs%20Automotive&query_place_id=ChIJm-zecTVvK4cR5EsYlxMmkIQ,Deer Valley,no,auto repair shop,auto_repair,2026-03-11T16:22:48.966Z,ChIJm-zecTVvK4cR5EsYlxMmkIQ
4b,No Website + Good,Car Medics Body Shop,"4105 N 21st St, Phoenix, AZ 85016",Phoenix,Arizona,(602) 954-9027,,4.7,35,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Car%20Medics%20Body%20Shop&query_place_id=ChIJZwdMJXgNK4cRvHqcOg_-Vgg,Camelback East Village,no,auto repair shop,auto_repair,2026-03-11T16:22:49.665Z,ChIJZwdMJXgNK4cRvHqcOg_-Vgg
4b,No Website + Good,Goldade Garage,"20816 N 20th Ave #32, Phoenix, AZ 85027",Phoenix,Arizona,(623) 986-6815,,4.7,27,Auto repair shop,Monday: 8 AM to 4 PM | Tuesday: 8 AM to 4 PM | Wednesday: 8:30 AM to 4 PM | Thursday: 8 AM to 4 PM | Friday: 8 AM to 4 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Goldade%20Garage&query_place_id=ChIJueDTAvFvK4cR7lN5J7YRx_w,Rose Garden Industrial Park,no,auto repair shop,auto_repair,2026-03-11T16:22:50.423Z,ChIJueDTAvFvK4cR7lN5J7YRx_w
4b,No Website + Good,Full Circle Auto Body,"2030 W Ironwood Dr, Phoenix, AZ 85021",Phoenix,Arizona,(602) 870-0579,,4.7,23,Auto body shop,Monday: 8 AM to 4 PM | Tuesday: 8 AM to 4 PM | Wednesday: 8 AM to 4 PM | Thursday: 8 AM to 4 PM | Friday: 8 AM to 4 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Full%20Circle%20Auto%20Body&query_place_id=ChIJHxZov1FsK4cRCyHr__DUwGM,Sunset Industrial District,no,auto repair shop,auto_repair,2026-03-11T16:22:51.509Z,ChIJHxZov1FsK4cRCyHr__DUwGM
4b,No Website + Good,DS Solutions Autobody Paint Repair,"744 E Dunlap Ave, Phoenix, AZ 85020",Phoenix,Arizona,(602) 312-6612,,4.7,68,Auto body shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: 8 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=DS%20Solutions%20Autobody%20Paint%20Repair&query_place_id=ChIJqej4w2dtK4cRfA1_nXal6UU,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:51.510Z,ChIJqej4w2dtK4cRfA1_nXal6UU
4b,No Website + Good,Westheimer Auto Center,"6233 Westheimer Rd, Houston, TX 77057, USA",Houston,TX,(713) 783-8456,,4.7,90,"tire_shop, auto_parts_store, car_repair, service, point_of_interest, store, establishment",Monday: 6:30 AM – 4:30 PM | Tuesday: 6:30 AM – 4:30 PM | Wednesday: 6:30 AM – 4:30 PM | Thursday: 6:30 AM – 4:30 PM | Friday: 6:30 AM – 4:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=8391725315085127425&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto service center Houston, TX",auto_repair,2026-03-11T15:48:07.780502,ChIJV9iwmMbDQIYRAU9NerZldXQ
4b,No Website + Good,Century Automotive Repair,"2041 Allen Genoa Rd, Pasadena, TX 77502, USA",Houston,TX,(713) 475-2483,,4.7,187,"car_repair, point_of_interest, service, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=13772778511176065106&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Pasadena, TX",auto_repair,2026-03-11T15:48:25.906314,ChIJq-8TUv-XQIYRUmDIqBW9Ir8
4b,No Website + Good,Eagle Automotive,"5827 Red Bluff Rd, Pasadena, TX 77505, USA",Houston,TX,(281) 479-9559,,4.7,90,"car_repair, point_of_interest, service, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 12:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=17825491381633665018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Pasadena, TX",auto_repair,2026-03-11T15:48:25.906372,ChIJGXzOyDufQIYR-scP1ffdYPc
4b,No Website + Good,Diaz Auto Collision,"1820 E, 1820 Southmore Ave, Pasadena, TX 77502, USA",Houston,TX,(713) 477-5855,,4.7,249,"car_repair, service, point_of_interest, establishment",Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=6747871222178019040&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Pasadena, TX",auto_repair,2026-03-11T15:48:28.978878,ChIJX7oCsp2_QIYR4HYA9B9BpV0
4b,No Website + Good,Bluestar Enterprise,"13618 Florence Rd b-3, Sugar Land, TX 77498, USA",Houston,TX,(832) 921-0515,,4.7,24,"car_repair, point_of_interest, service, establishment",Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: Closed,https://maps.google.com/?cid=8310510872451685130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Sugar Land, TX",auto_repair,2026-03-11T15:48:37.417980,ChIJv9VwBWjnQIYRChuBhpvdVHM
4b,No Website + Good,Rudy's Auto Body Shop,"7906 N 68th Ave unit b, Glendale, AZ 85303, USA",Phoenix,AZ,(602) 754-2784,,4.7,77,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=7664586435733346110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Glendale, AZ",auto_repair,2026-03-11T15:49:16.102399,ChIJ4-KNj1lqK4cRPtcpLMEUXmo
4b,No Website + Good,EJ'S Auto Repair,"7827 Airline Dr, Houston, TX 77037",Houston,Texas,(346) 570-5989,,4.6,27,Auto repair shop,Monday: 9 AM to 5 PM | Tuesday: 9 AM to 5 PM | Wednesday: 9 AM to 5 PM | Thursday: 9 AM to 5 PM | Friday: 9 AM to 5 PM | Saturday: 9 AM to 4 PM | Sunday: 10 AM to 2 PM,https://www.google.com/maps/search/?api=1&query=EJ'S%20Auto%20Repair&query_place_id=ChIJLTxvPPu3QIYRTTksaFQ907A,Northside / Northline,no,auto repair shop,auto_repair,2026-03-11T16:22:17.876Z,ChIJLTxvPPu3QIYRTTksaFQ907A
4b,No Website + Good,A&A AUTO SERVICE,"4411 1/2 Liberty Rd, Houston, TX 77026",Houston,Texas,(346) 744-7865,,4.6,21,Tire shop,Monday: 8 AM to 7 PM | Tuesday: 8 AM to 7 PM | Wednesday: 8 AM to 7 PM | Thursday: 8 AM to 7 PM | Friday: 8 AM to 7 PM | Saturday: 8 AM to 7 PM | Sunday: 9 AM to 2 PM,https://www.google.com/maps/search/?api=1&query=A%26A%20AUTO%20SERVICE&query_place_id=ChIJrQtQLEi5QIYRviNcBSMr1N4,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:19.939Z,ChIJrQtQLEi5QIYRviNcBSMr1N4
4b,No Website + Good,Jose Tire Service,"9130 Mesa Dr, Houston, TX 77028",Houston,Texas,(713) 635-4564,https://www.facebook.com/Josetireservice,4.6,113,"Tire shop, Brake shop, Wheel store",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 6 PM | Sunday: 10 AM to 2 PM,https://www.google.com/maps/search/?api=1&query=Jose%20Tire%20Service&query_place_id=ChIJyXF9W_G6QIYRfudFYgqL_LQ,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:23.858Z,ChIJyXF9W_G6QIYRfudFYgqL_LQ
4b,No Website + Good,Juan's Auto Glass,"6111 N Shepherd Dr, Houston, TX 77091",Houston,Texas,(713) 699-2182,,4.6,342,Auto glass shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Juan's%20Auto%20Glass&query_place_id=ChIJJVKkt-fHQIYRHjAUegAcWfU,Acres Home,no,auto repair shop,auto_repair,2026-03-11T16:22:25.728Z,ChIJJVKkt-fHQIYRHjAUegAcWfU
4b,No Website + Good,A to Z Auto Repair,"5727 Martha Ln, Houston, TX 77032",Houston,Texas,(832) 364-0732,,4.6,30,"Auto repair shop, Car repair and maintenance service",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=A%20to%20Z%20Auto%20Repair&query_place_id=ChIJUQG29U2xQIYRIG8p9a7lSgg,Iah / Airport Area,no,auto repair shop,auto_repair,2026-03-11T16:22:26.130Z,ChIJUQG29U2xQIYRIG8p9a7lSgg
4b,No Website + Good,Mt Houston Tire Shop,"5839 E Mt Houston Rd, Houston, TX 77050",Houston,Texas,(713) 448-9315,,4.6,89,Used tire shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Mt%20Houston%20Tire%20Shop&query_place_id=ChIJBZ-i28mwQIYRr5FLawlvH6o,,no,auto repair shop,auto_repair,2026-03-11T16:22:34.873Z,ChIJBZ-i28mwQIYRr5FLawlvH6o
4b,No Website + Good,Mobile Mo Auto Repair LLC,,,,(281) 736-3379,,4.6,22,"Auto tune up service, Service establishment",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 9 AM to 12 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Mobile%20Mo%20Auto%20Repair%20LLC&query_place_id=ChIJKysoyTKzQIYRP8tpi5abM38,,no,auto repair shop,auto_repair,2026-03-11T16:22:38.477Z,ChIJKysoyTKzQIYRP8tpi5abM38
4b,No Website + Good,Texan Automotive,"1818 W Dallas St, Houston, TX 77019",Houston,Texas,(713) 393-7352,,4.6,121,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Texan%20Automotive&query_place_id=ChIJg7LA4lq_QIYRQPjH8w8xpek,Fourth Ward,no,auto repair shop,auto_repair,2026-03-11T16:22:47.684Z,ChIJg7LA4lq_QIYRQPjH8w8xpek
4b,No Website + Good,Almeda Auto Service,"2112 Almeda Genoa Rd, Houston, TX 77047",Houston,Texas,(832) 656-2836,,4.6,94,Auto repair shop,Monday: 8 AM to 7 PM | Tuesday: 8 AM to 7 PM | Wednesday: 8 AM to 7 PM | Thursday: 8 AM to 7 PM | Friday: 8 AM to 7 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Almeda%20Auto%20Service&query_place_id=ChIJfwLsFcSVQIYRuew_2bfDEJY,Central Southwest,no,auto repair shop,auto_repair,2026-03-11T16:22:55.052Z,ChIJfwLsFcSVQIYRuew_2bfDEJY
4b,No Website + Good,Long's Body Shop,"13100 Westpark Dr unit 1, Houston, TX 77082",Houston,Texas,(346) 219-0199,,4.6,14,Auto body shop,Monday: 9 AM to 5 PM | Tuesday: 9 AM to 5 PM | Wednesday: 9 AM to 5 PM | Thursday: 9 AM to 5 PM | Friday: 9 AM to 5 PM | Saturday: 9 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Long's%20Body%20Shop&query_place_id=ChIJbclDMifdQIYR835wEpAo4GI,Westside,no,auto repair shop,auto_repair,2026-03-11T16:22:57.265Z,ChIJbclDMifdQIYR835wEpAo4GI
4b,No Website + Good,Mario's Auto Repair,"6005 Milwee St # 711, Houston, TX 77092",Houston,Texas,(713) 683-0712,,4.6,68,"Auto repair shop, Auto air conditioning service, Engine rebuilding service, Transmission shop, Wheel alignment service",Monday: 8:30 AM to 6 PM | Tuesday: 8:30 AM to 6 PM | Wednesday: 8:30 AM to 6 PM | Thursday: 8:30 AM to 6 PM | Friday: 8:30 AM to 6 PM | Saturday: 8:30 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Mario's%20Auto%20Repair&query_place_id=ChIJ3WxXF9bFQIYR_q8Fo1RplrQ,Spring Branch East,no,auto repair shop,auto_repair,2026-03-11T16:22:57.998Z,ChIJ3WxXF9bFQIYR_q8Fo1RplrQ
