segment,segment_name,name,address,city,state,phone,website,rating,review_count,categories,hours,google_maps_url,neighborhood,has_website,search_term,vertical,scraped_at,place_id,review1_name,review1_stars,review1_text,review2_name,review2_stars,review2_text,review3_name,review3_stars,review3_text,review4_name,review4_stars,review4_text,review5_name,review5_stars,review5_text,facebook_url,instagram_url,email
4b,No Website + Good,Jacks Automotive Services,"2623 E McDowell Rd, Phoenix, AZ 85008",Phoenix,Arizona,(602) 273-0717,,4.6,147,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Jacks%20Automotive%20Services&query_place_id=ChIJKW5-OegNK4cRI7ZIlELRigA,Del Rey,no,auto repair shop,auto_repair,2026-03-11T16:22:29.218Z,ChIJKW5-OegNK4cRI7ZIlELRigA,Josh,5,"Very honest place came in for a engine repair for drill and tap was quoted 4k for parts and labor, significantly cheaper than the 5k+ quotes I was getting around the area. Couldn't afford the repair so I came in months later with my engine …",Don Prenovost,1,Didn’t fix the problem. Kyle said was just timing of the leak didn’t even make it home and was blowing warm. Took it back the next day and he wanted to charge me again for everything he just did. Iam sorry but i had a service company for …,Amanda Fritz,5,"Very friendly staff who know what they are doing. Bee using them for a few yeara now, and will be the only place i take my vehicles to. Highly recommend",Candice Buenabenta,5,"If you want good reliable, honest work, definitely come here i have been bringing my car here for the last year, And they never disappoint they are hardworking and honest Highly recommend",qotec ™,5,"In a world where shady mechanics charge exorbitant prices for services that aren't needed, I was very scared to bring my car anywhere to get it fixed. The kind folks at Jack's clearly value HONESTY and INTEGRITY, and working with them was a …",https://www.facebook.com/p/Jacks-Automotive-Service-100057528816874,https://www.instagram.com/jacksdetailgarage,JACKSAUTO001@GMAIL.COM
4b,No Website + Good,Moise Automotive,"2503 E McDowell Rd, Phoenix, AZ 85008",Phoenix,Arizona,(602) 231-0981,,4.6,40,Auto repair shop,Monday: 8 AM to 4 PM | Tuesday: 8 AM to 4 PM | Wednesday: 8 AM to 4 PM | Thursday: 8 AM to 4 PM | Friday: 8 AM to 4 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Moise%20Automotive&query_place_id=ChIJuWL-HekNK4cRIdVBi3mxVN0,Del Rey,no,auto repair shop,auto_repair,2026-03-11T16:22:32.646Z,ChIJuWL-HekNK4cRIdVBi3mxVN0,Wakena DeBoskie,5,"Cliff is the best he cares , fair, and efficient. An Elite customer service staff I highly recommend.",Tristan Hernandez,5,Dropped my car at the shop Tuesday morning because I was in need of immediate car service I have 2007 BMW 530i and I needed quite a bit of work done. Moise was great and kept me updated on the condition of my car. This shop is a gem 💎 I …,Ricky Rocks,5,Took my car there because my transmission was slipping real bad. Thought It was done. I could of been told that I needed a new or rebuild transmission &amp; I would of believed it too the way it was acting up. And they were honest to me and …,DLSunflower65,5,"We had issues with our 2007 PT Cruiser which it had the check engine light on for. It coded for a misfire from one of cylinders. We initially were told by another company it needed plugs, wires, and a PCV valve and they wanted to charge us …",Sunny,5,"I've been coming here for years and have never had a problem. My vehicles have always been repaired on time and they do a phenomenal job. It's a very honest and reasonable establishment,  Cliff and his mechanics are Awesome!!!",https://www.facebook.com/NASCARRegional/posts/35-years-ago-on-jan-23-1990-patty-moise-set-the-womens-world-record-for-the-fast/1023076609866531,https://www.instagram.com/moisesthecarplug,
4b,No Website + Good,Flores Auto Shop,"2527 S 7th Ave, Phoenix, AZ 85003",Phoenix,Arizona,(602) 638-7398,,4.6,21,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Flores%20Auto%20Shop&query_place_id=ChIJ4b5Kq0IRK4cRIbd-jCwrjCk,Shuttleworth,no,auto repair shop,auto_repair,2026-03-11T16:22:32.647Z,ChIJ4b5Kq0IRK4cRIbd-jCwrjCk,V. German,5,"Experienced, quick, and reliable. The owner is very honest when it comes to what needs to be done and never tries to push anything extra on you. I don’t know a lot about cars so it’s nice having a mechanic I can trust to not take advantage of that. I recommend them to everyone, even my own mom.",Virginia,5,Great service! Friendly and really takes the time to hear you out and provides honest information. Has taken care of my cars needs and I would recommend them to anyone.,chris focus,1,"The owner was rude, brushed off my concerns and pretended to not know English. His companion helped me many times and was excellent but after dealing with the boss, I won’t be going there anymore.",Evelyn G,5,Great service! Super nice and help you understand what the issues are. Quick service as well. Definitely coming back again if needed.,Leann Guthrie,5,"Great, reliable services. Fair prices and mechanics seem to know that they're doing. Would recommend",https://www.facebook.com/flores.auto.detailing55,https://www.instagram.com/floresgarage23,Floresautodetailing55@gmail.com
4b,No Website + Good,Leo & Sons Auto Repair,"2121 W Broadway Rd, Phoenix, AZ 85041",Phoenix,Arizona,(602) 653-1663,,4.6,20,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Leo%20%26%20Sons%20Auto%20Repair&query_place_id=ChIJ6_H6WgARK4cRktk6SKnfelk,South Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:34.756Z,ChIJ6_H6WgARK4cRktk6SKnfelk,Roberts Window Cleaning,5,"Huge thank you to Lea for helping me fix my car. They were knowledgeable, honest, and took the time to explain what was going on instead of just rushing through it. The issue was resolved quickly and correctly, and I felt confident driving …",Baby G,1,Fraudulent service.  He fixed a huge repair for a lot of $$. Had to return vehicle. He said vehicle needed PCM that would cost $350 + $250 to program.  Provided him with already programmed PCM for total less than $350. He then wanted to …,American Citizen,5,"Leo was very friendly and was able to diagnose and fix my simple problem very quickly and was very reasonably priced. My car is a European vehicle which are a little bit harder to work on, but Leo was able to fix the car and have it ready in a few hours.",Erick A,5,My check engine light came on and Leo was able to get me in that afternoon. He was very communicative and always kept me in the loop. Turns out only a minor fix was needed. His pricing was fair and I appreciate him getting my car back to me promptly. I recommend this shop for good prices and honest service.,jeremiah micallef,5,"Leo's honest, fare prices, fast repairs. Leo Identified the several problems I was having with my van. His price for parts and repair was less expensive than the spots I price compared. Started working on it same day I dropped it off, was …",https://www.facebook.com/leoandsons/photos/d41d8cd9/376988731101001,,
4b,No Website + Good,Arizon Auto Repair Inc,"309 N 39th Ave, Phoenix, AZ 85009",Phoenix,Arizona,(602) 380-7172,,4.6,30,Auto repair shop,Monday: 9 AM to 7 PM | Tuesday: 9 AM to 7 PM | Wednesday: 9 AM to 7 PM | Thursday: 9 AM to 7 PM | Friday: 9 AM to 7 PM | Saturday: 9 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Arizon%20Auto%20Repair%20Inc&query_place_id=ChIJfym2VfUTK4cRX8odj7S0lWI,Reynolds Park,no,auto repair shop,auto_repair,2026-03-11T16:22:38.386Z,ChIJfym2VfUTK4cRX8odj7S0lWI,Adrienne Nagle,5,Alex is awesome!!  He charges you what the job is worth.He doesn't take advantage. Like most shops do. He reassured me there are still good people/ mecanics in this world.I saved over $300 witn him. And he only did my water pump. I highly recommend him. And he now has a customer for life.,eulalao martinez,5,"Great job fast , did my lower control arm in couple of hours , good price , I will be back for other car repairs in the future .",Gladys Solis,5,"100% recommended. Great Service, reasonable prices. Very honest and careful with their work.",Elizabeth Martinez,5,Great mechanic. I take him all my vehicles. His very knowledgeable and honest and great prices.,Raul Cal,5,The best honest mechanic in the state and city. They do excellent work. El mejor de Phoenix.  Gracias Nacho.,https://www.facebook.com/arizonaautorepair,https://www.instagram.com/arizonacarsandcoffee,
4b,No Website + Good,Mach-1 Automotive,"17633 N Cave Creek Rd, Phoenix, AZ 85032",Phoenix,Arizona,(602) 992-0044,,4.6,190,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Mach-1%20Automotive&query_place_id=ChIJ6WB90MNxK4cReosJD1BbPBU,Paradise Valley Village,no,auto repair shop,auto_repair,2026-03-11T16:22:41.097Z,ChIJ6WB90MNxK4cReosJD1BbPBU,Steven Oberg,5,"⭐️⭐️⭐️⭐️⭐️BEST SERVICES ALWAYS! This is a great place! Price is great and they are fair as it gets! Informative on everything I've had worked on here! From simple to difficult, this shop brings the A+ service as best they can! …",Christopher Cullen,5,"I gave this shop 5 ⭐️⭐️⭐️⭐️⭐️ only because I couldn’t give them 10 STARS!

They are HONEST and do quality work! …",Caity Stodghill,5,"Greg at Mach 1 Automotive is the best in the business. Friendly, knowledgeable, and fair. I won’t take my car anywhere else. Highly recommended!",Roger Stock,5,"Professional mechanics who only fix what needs repairs not a rip off shop that trys to sell you to repair things that don't need repairing.
Greg the owner is honest operator owner you can trust.
Priced below the competitors in the neighborhood.",Turner Garr,5,Mach 1 is the BEST mechanic shop that I have found since moving to Phoenix 9 years ago.  Greg is honest and trustworthy.  He communicates extremely well. I highly recommend this shop.,,,
4b,No Website + Good,B & B Auto Body Repair,"747 E Broadway Rd, Phoenix, AZ 85040",Phoenix,Arizona,(602) 907-8006,,4.6,14,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 2 PM | Sunday: 8 AM to 5 PM,https://www.google.com/maps/search/?api=1&query=B%20%26%20B%20Auto%20Body%20Repair&query_place_id=ChIJwbnUUswRK4cR37wpa3n5e3c,Broadway Park,no,auto repair shop,auto_repair,2026-03-11T16:22:41.559Z,ChIJwbnUUswRK4cR37wpa3n5e3c,Michael Mason,5,I've  been going here for many years and they have the best mechanics and great prices also.,Jon Lappen,5,"Don José is an excellent, reasonably priced, honest, efficient mechanic.  We have (for 15 + years) always been treated like family with him. We highly recommend him.",Cheri Williams,5,I just picked up my truck they painted it fixed some body work on it. Looks like a brand new truck. Thank you so much Jose for the awesome work you did!!! I am so happy with the results.,Fatima Thompson (Fay),5,They also did a custom paint job on my charger (MUAVE)  It was so beautiful,Cynthia Samuel,5,They worked on my car and I was happy with results,,,
4b,No Website + Good,Advanced Auto Repair,"12614 N Cave Creek Rd, Phoenix, AZ 85022",Phoenix,Arizona,(602) 675-9966,,4.6,27,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 9 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Advanced%20Auto%20Repair&query_place_id=ChIJk0MHYThzK4cRoIt42RLdJPk,Cactus,no,auto repair shop,auto_repair,2026-03-11T16:22:42.753Z,ChIJk0MHYThzK4cRoIt42RLdJPk,Tracy Hogstrom,5,"John absolutely is the best! I was referred over by O’Reillys on Cave Creek and Sweetwater. My headlights stopped working all of a sudden, and John was able to get them up and running. He was extremely pleasant and very easy to work with. …",Shandon Sullivan,5,"Chris, Will, and the rest of the guys are great people who have treated me and their other clients like a friend and provided the best service possible. It is great to have someone who you can trust to get the job done correctly and completely.",Harold Fehr,5,Very reasonable price for my repairs.  Worked with me to pay it off.  My car was finished before I got there.,Jordan Palen,5,"Never made a review before but felt like I had to for Advanced Auto Repair. I Couldn’t recommend this auto shop enough. Excellent service, very fair prices and even better staff. From the first time coming in I was treated like a long time …",Greg Jackson,1,I have to say that John the main mechanic is off his rocker. I drove by today to bring my car in and I saw him arguing with someone. I have brought my car by before and the repairs were good but you should never be yelling at customers …,,,
4b,No Website + Good,The Shop,"10717 N 19th Ave, Phoenix, AZ 85029",Phoenix,Arizona,(602) 633-1235,,4.6,139,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=The%20Shop&query_place_id=ChIJ4Xtiu0tsK4cRhx23PsAddl4,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:45.396Z,ChIJ4Xtiu0tsK4cRhx23PsAddl4,Arianna,1,Came here in August and was quoted $600 for front brakes and rotors to find out 4 months later when I got a flat tire that I never had my rotors done. They only changed my brake pads. Absolutely terrible service. How dare you rob hard working people like that. DO NOT TAKE YOUR VEHICLE HERE!!!!!,S,5,"Extremely friendly kind honest staff. I drive all the way to that place , for any work , and they just charge $20 to pour in oil and Change the filter, if you bring  ur own.",Nancy Leverton,5,Ray and crew are great people! They want to make life easier for you. No BS.I've gone to repair places before where they told me I need new parts that had already been replaced. Maybe because I'm a woman. None of that at The Shop. Great prices too.,Thomas Ibarra Jr.,5,"I really appreciate Ray. It's always tough trusting your vehicles in the hands of strangers,  but I've learned that Ray is the man! This shop has taken care of every vehicle issue I've had. Prices are fair and the turnaround is what really …",Alarica. Wilson,5,"Fair pricing and replaced my car axels with in a couple hours. The owner Ray is the man,   provided clarification on everything that needed replacement. I will continue to come back for any servicing on my vehicle.",,,
4b,No Website + Good,John Sheldon's Auto Repair LLC,"9223 N 12th Ave, Phoenix, AZ 85021",Phoenix,Arizona,(602) 943-5059,,4.6,54,Auto repair shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: 8 AM to 12 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=John%20Sheldon's%20Auto%20Repair%20LLC&query_place_id=ChIJAUJrlaltK4cR3XRxzwDlYwQ,Foothill Acres,no,auto repair shop,auto_repair,2026-03-11T16:22:46.391Z,ChIJAUJrlaltK4cR3XRxzwDlYwQ,Brittney Manor,1,"I would not recommend this Auto shop at all. A few weeks ago I brought my vehicle in to get my AC fixed, John recommended I also get my control arm fixed which seemed urgent so I went ahead and got it replaced. After leaving the shop, my …",Ryan Y,5,"Been coming to Sheldon's automotive on and off for over a decade they are honest reliable and do great work. the best part about the shop is their honesty they only repair what is needed and do not engage in fictitious repairs to make money, best shop in town hands down !",Daniel Ellis,5,"Recommended by my friend; called up out of the blue to see if he could replace the clutch on my 90 Miata the next day which is not a small task, and he slotted me in and had it done the very next day. Did a great job and the car drives so well now. Highly recommend!",Brian Rexroad,5,"Awesome place for auto repair ,took my 2002 accord their to replace transmission 5 years ago. Everybody else was quoting 3 to 4 thousand  dollars they did the job for only 1800 dollars. Still runs great to, this day, I have always taken both my cars there every since",Lamont Brown,5,I've been going to sheldon's somewhere around 2 years now so I've used them quite a bit for multiple cars &amp; let me tell you sheldon &amp; his 2 man crew are awsome! Very affordable/really nice guy's/very professional/very honest  &amp; the list goes on...I highly recommend sheldon's for your mechanical needs ! You won't be disappointed 👍 …,,,
4b,No Website + Good,Mason Road Collision Center,"1277 S Mason Rd, Katy, TX 77450, USA",Houston,TX,(281) 647-0055,,4.6,195,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 1:00 PM | Sunday: Closed,https://maps.google.com/?cid=7132950653531366472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Katy, TX",auto_repair,2026-03-11T15:48:21.046284,ChIJJQ-CADYnQYYRSKQg0NNU_WI,Jacqueline Rubio,5,"I had my Toyota repaired at Mason Road Collision Center after a rear end accident, and I’m extremely happy with the results. Hani was the initial person I spoke to about the repairs and he was very helpful and kept good communication. The …",kiara,5,"came to get my car fixed after deep scratches and dents on the passenger door. the estimate i was given here was significantly lower than those at other places, and the repairs were done much quicker than other places as well. they even …",Sophia oropeza,5,Amazing people at this shop! Everyone took great care of my car and were so kind and wonderful. After my accident they made my car look brand new and took care of any other problems I had with it. Really put my mind at ease when handling my car. Highly suggest this shop for repairs.,Tony Go,5,"A trucked clipped by front end at the gas station. The work was done well, they fixed everything that was wrong and even found the internal damage which I didn't know existed.  I am super picky and detail oriented and noticed the headlight …",Gorka Garcia Leiceaga,1,I took my car to Mason Road Collision Center to repair a quarter panel and replace the front and rear bumper covers. I had such a negative experience that I had to bring the car back: …,,,
4b,No Website + Good,J&I automotive service & repair LLC,"1017 Queens Rd, Pasadena, TX 77502, USA",Houston,TX,(346) 354-6944,,4.6,112,"tire_shop, auto_parts_store, car_repair, store, point_of_interest, service, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 5:30 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: Closed,https://maps.google.com/?cid=11120680335032354769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Pasadena, TX",auto_repair,2026-03-11T15:48:25.906338,ChIJIUhXujiXQIYR0YdGRtiXVJo,Diana Holbrook,5,"I had an excellent experience with J&amp;I Auto Repair. From start to finish, their professionalism, honesty, and expertise stood out. The team was incredibly knowledgeable and clearly experienced—they diagnosed the issue quickly and explained …",Sheri Arceneaux,5,First time here and will definitely be back! Rafael and his team took great care of my jeep. They were communicative throughout the process and went the extra steps to clean up some oil that had leaked on other parts of the vehicle.,Destiny Tellez,5,The gentleman who did my inspection was friendly and helpful. I will be coming here for all of my inspections from now on :),Dalia Evans,5,I am so glad I found J&amp;I service. I was having some issues with my AC and was acting up again so I decided tl take it in with Rafael and I’m so glad I did. He got it fixed with no problem. On my only day off he was kind enough to get me in …,Jackie H,5,Fast and great service! Friendly staff. Will be doing my state inspections here from now on.,,,
4b,No Website + Good,Ayala Auto Repair,"4102 Allen-Genoa Rd, Pasadena, TX 77504, USA",Houston,TX,(713) 910-7287,,4.6,90,"car_repair, point_of_interest, service, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: Closed,https://maps.google.com/?cid=9527496938477249085&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Pasadena, TX",auto_repair,2026-03-11T15:48:25.906402,ChIJ20Vop0mYQIYRPeKOmPx3OIQ,Angie Gann,5,I took my car to him because the check engine light was on...he put a new hose that was broken and did not charge me for that.  I was so grateful...he was very knowledgeable and I will definitely be going back when needed.. I sent my …,Brenna Carroll,5,"I got my brakes fixed here and was very, very happy with the mechanics’ work. They were honest, gave me a great and fair price and were very quick. Would recommend to anyone needing work on their car.",Nick Glenn,5,"Been to the twice, when I need to I'll go to them again. They fix you up pretty quick, and if you supply your own parts it's honestly pretty inexpensive. They do order parts through a dealership, so going that route is more costly. But the mechanics know what they're doing for sure.",Chem zard,5,"Fantastic Auto repair place. His prices are fair (cheap) and workmanship is excellent. If you call and make an appt., he will keep the parts ready and you wont have to wait long. I've gone here multiple times and been satisfied each time. Check him out....us locals use this place all the time.",Kayyy I,5,I never take my vehicle back for same problem. He is an awesome mecanic and has very competitive prices the only difference with the other ones that you dont have to take your vehicle back or even spend a lot of time to have it fixed. I …,,,
4b,No Website + Good,Auto Collision Experts,"3315 Red Bluff Rd, Pasadena, TX 77503, USA",Houston,TX,(713) 472-0082,,4.6,173,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,https://maps.google.com/?cid=9032529381773281211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Pasadena, TX",auto_repair,2026-03-11T15:48:28.978836,ChIJu-4LOXWiQIYRuwfgx539WX0,zepedafamily 713,5,"I recently had my 2002 Chevy Avalanche painted/restored (including the body cladding) by the team at Auto Collision Experts, and I couldn’t be happier with how it turned out. …",Likey,5,Please see the before and after pictures of the excellent repair jobs that Sam and Auto Collision Experts did on my car on the doors of my  car. Sam was excellent  he told me had to replace front door and he could repair back doors . Every …,Crystal Polk,1,I have never had a car to be repaired from a wreck but when I tell you this was the worse experience ever. The communication was horrible and the work was even worse.  After three months of having my car I got it back and it looked like it …,Riane Harris,5,"I had such an amazing experience with Auto Collision Experts!! They fixed everything I needed after a minor accident (my grill, seatbelts, and airbags) and the price was way better than anywhere else I checked. On top of that, they washed …",Jose Duran,1,He stole my bumper!! Has absolutely no respect for veterans. I paid for everything up front in cash and he took 8 months and never finished the job. He told me to just take it he doesn’t care and my bumper was stolen at the shop. He only …,,,
4b,No Website + Good,Gordo's Auto Center,"1216 Heights St #1, Pasadena, TX 77503, USA",Houston,TX,(713) 534-9038,,4.6,37,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: Closed,https://maps.google.com/?cid=275199721443076647&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto service center Pasadena, TX",auto_repair,2026-03-11T15:48:32.717088,ChIJm06uHneiQIYRJ6rmRrC00QM,Mary Anne Beach,5,"Honest, reliable, great customer service. I can't say enough good things about this business. They beat everyone else's prices and took care of my vehicle in a timely manner. I had to get a water pump and timing chain on a 2013 Ford explorer XLT and that's not an easy task on this make and model of vehicle.",Dan Santivasci,5,I really don't believe that there is a more priced fairness business in and around Pasadena. I've used them a few times due to my car being 2014 Kia and needing work done.  They really care about the car and people who drive them,Christopher Cattanach,5,"These guys fixed the issue with my car (radiator/antifreeze) hose leak very quickly for a very fair price! Would recommend to anyone, these guys are straight forward, I didn't get the sense that they were trying to rip me off. They showed …",Raul Leyva,5,"Stoped here on my way to Iowa for a bumper problem and they fixed it right away. Best service I’ve ever had in a while, not pricey at all and very honest, will come back again 🙌🏻 …",Temmy Thomas,2,"I took vehicle in , because it was running bad . Took two weeks for them to tell me it was reading misfire. I had already checked on engine dianostic reader. They was a language barrier form the start. I didn't understand them and they …",,,
4b,No Website + Good,Richey Auto Center,"1906 S Richey St, Pasadena, TX 77502, USA",Houston,TX,(713) 534-0145,,4.6,35,"car_repair, chauffeur_service, transportation_service, service, point_of_interest, establishment",Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 10:00 AM – 6:00 PM | Sunday: 10:00 AM – 6:00 PM,https://maps.google.com/?cid=12707757747165260737&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto service center Pasadena, TX",auto_repair,2026-03-11T15:48:32.717119,ChIJh36-WgCYQIYRweuAq1cGW7A,Tim Canales,5,I went to get my car inspected. He was a really nice guy and was pretty quick. I'd definitely use him again in the future since he was cheaper and did better work than most of the name brand chain places. Looking forward to next year's inspection time!,Juan Perez,5,Great customer service wonderful staff. Bright your inspections family-owned..,Panchovillain,2,"25 dollars for a state inspection, typical price. Cash only business. Told the guy he should have a cash only sign so his customers would know up front about needing cash. Gave me a hard time about not having cash because this is America. …",Maria Madrigal,5,Man working here is beyond caring. I didn't have cash only card and they only take cash. He let me leave with my inspection papers and trusted in me to come back after with cash. Took no longer than 10 min to get everything done!!,Rita Morales,5,Will definitely refer friends and family. Was treated like a queen. Repairs done efficiently and have had no problems since. They were about to close and still attended to me.,,,
4b,No Website + Good,SugarLand Car Care,"1210 Eldridge Rd, Sugar Land, TX 77478, USA",Houston,TX,(713) 391-6552,http://facebook.com/sugarlandcarcare,4.6,140,"auto_parts_store, car_repair, store, point_of_interest, service, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: Closed,https://maps.google.com/?cid=14767282337227580342&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Sugar Land, TX",auto_repair,2026-03-11T15:48:34.192784,ChIJ00vEIRHnQIYRtqNZmAvt78w,Noorali Punjwani,5,"I had an amazing experience here! Sunny was incredibly helpful and professional from start to finish. He identified the issue with my car quickly and explained everything in a clear and honest way. The price he gave me was very fair, and …",Asim Qureshi,5,"Great service and fair price. The team was honest, quick, and professional.Special thanks to Sunny and Pasha at the front desk - they're great guys to deal with and made everything  easy. Highly recommend this place.",Vicki Drake,5,"Took my car in for a couple of items I was concerned about and they fixed them told me the ones that the one thing I didn’t need that I thought I did, which saved money. They could’ve done what I wanted and charge me, but the repairs were …",Arsalan Baloch,1,Came because i was recommended by a regular customer here. Worst decision ever. The brown male at the front desk was extremely rude. He expected me to know what was wrong with my car and was laughing at me. Then when i was trying to talk …,Rahul Kumar,5,Beat place to get your car serviced. Thanks to Sugarland car care. It just took 10 mins to get the oil changed. I highly recommend this place for anyone looking to get their car fixed.,,,
